Ratio Type,id,eid,formula,DOI,,表示该研究报告了氧含量,表示微观结构分析采用了高分辨率技术,表示材料表现出非线性弹性行为,测量的氧含量（以重量百万分比 wppm 表示）,平均晶粒尺寸（μm）,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition,,test type,Test Temperature (K),Test Rate (s?1),Ingot Description,Ingot Size (mm)
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12540-019-00557-z,,,,,,,,,450,,575,,,,,,,,,,,"direct chill casting, forging, sliced, solution treatment, water quenching, cold compression, artificial ageing, air cooling",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12540-019-00557-z,,,,,,,,,430,,573,,,,,,,,,,,"direct chill casting, forging, sliced, solution treatment, water quenching, cold compression, artificial ageing, air cooling",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12540-019-00557-z,,,,,,,,,450,,583,,,,,,,,,,,"direct chill casting, forging, sliced, solution treatment, water quenching, cold compression, artificial ageing, air cooling",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12540-019-00557-z,,,,,,,,,453,,580,,,,,,,,,,,"direct chill casting, forging, sliced, solution treatment, water quenching, cold compression, artificial ageing, air cooling",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12540-019-00557-z,,,,,,,,,455,,595,,,,,,,,,,,"direct chill casting, forging, sliced, solution treatment, water quenching, cold compression, artificial ageing, air cooling",,,,tensile,77,未知,cylindrical,"[None, 240]"
at.%,,Fe55Co17.5Ni10Cr12.5Mo5,"Fe: 54.9, Co: 17.5, Ni: 9.9, Cr: 12.7, Mo: 5.0",10.1007/s12540-022-01215-7,,,,,,,,,300,,650,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, hot rolling, annealing, water quenching",,,,tensile,298,0.001,,[]
at.%,,Fe55Co17.5Ni10Cr12.5Mo5,"Fe: 54.9, Co: 17.5, Ni: 9.9, Cr: 12.7, Mo: 5.0",10.1007/s12540-022-01215-7,,,,,,,,,625,,1200,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, hot rolling, annealing, water quenching",,,,tensile,77,0.001,,[]
,,1%C-CoCrFeMnNi,"Co: 19.8, Cr: 19.8, Fe: 19.8, Mn: 19.8, Ni: 19.8, C: 1.0",10.1007/s12598-022-01972-9,,,,,,,,,1001,,1466,,,,,,,,,,,"vacuum induction melting, heat treatment, water quenching, cold rolling, annealing",,,,tensile,77,0.001,,[]
,,1%C-CoCrFeMnNi,"Co: 19.8, Cr: 19.8, Fe: 19.8, Mn: 19.8, Ni: 19.8, C: 1.0",10.1007/s12598-022-01972-9,,,,,,,,,800,,1000,,,,,,,,,,,"vacuum induction melting, heat treatment, water quenching, cold rolling, annealing",,,,tensile,293,0.001,,[]
,,1%C-CoCrFeMnNi,"Co: 19.8, Cr: 19.8, Fe: 19.8, Mn: 19.8, Ni: 19.8, C: 1.0",10.1007/s12598-022-01972-9,,,,,,,,,670,,810,,,,,,,,,,,"vacuum induction melting, heat treatment, water quenching, cold rolling, annealing",,,,tensile,623,0.001,,[]
,,1%C-CoCrFeMnNi,"Co: 19.8, Cr: 19.8, Fe: 19.8, Mn: 19.8, Ni: 19.8, C: 1.0",10.1007/s12598-022-01972-9,,,,,,,,,465,,554,,,,,,,,,,,"vacuum induction melting, heat treatment, water quenching, cold rolling, annealing",,,,tensile,823,0.001,,[]
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,327,,419,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,298,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,402,,516,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,341,,424,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,298,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,423,,552,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,341,,441,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,298,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,435,,552,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,350,,443,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,298,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,438,,563,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,326,,417,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,298,未知,cylindrical,"[None, 240]"
wt.%,,AA2219,"Al: 93.008, Cu: 6.19, Si: 0.107, Mn: 0.29, Zr: 0.118, Mg: 0.018, Fe: 0.151, Zn: 0.018, Ti: 0.032, V: 0.068",10.1007/s12666-019-01617-z,,,,,,,,,403,,528,,,,,,,,,,,"DC casting, solution, water quenching, cold compression, artificial ageing",,,,tensile,77,未知,cylindrical,"[None, 240]"
wt.%,,7% Ni steel,"C: 0.04, Ni: 7.3, Mn: 0.13, Fe: 92.53",10.1007/s40195-018-0700-1,,,,,,,,,744,,924,,,,,,,,,,,"hot rolling, cuting, heating, quenching, heating, intercritical quenching, tempering",,,,tensile,77,未知,,[]
wt.%,,7% Ni steel,"C: 0.04, Ni: 7.3, Mn: 0.21, Fe: 92.45",10.1007/s40195-018-0700-1,,,,,,,,,742.6,,938.1,,,,,,,,,,,"hot rolling, cuting, heating, quenching, heating, intercritical quenching, tempering",,,,tensile,77,未知,,[]
wt.%,,7% Ni steel,"C: 0.04, Ni: 7.3, Mn: 0.36, Fe: 92.3",10.1007/s40195-018-0700-1,,,,,,,,,755.1,,961.3,,,,,,,,,,,"hot rolling, cuting, heating, quenching, heating, intercritical quenching, tempering",,,,tensile,77,未知,,[]
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,290,,889,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,665,,1300,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,274,,864,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,655,,1280,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,273,,852,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,630,,1250,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,269,,821,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,615,,1140,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,252,,782,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,605,,1130,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,250,,766,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,298,2,rectangular,"[120.0, 110.0, 60.0]"
wt.%,,high-Mn austenitic steels,"Fe: 76.735, C: 0.46, Si: 0.15, Mn: 22.28, S: 0.0019, P: 0.0051, Mo: 0.34, Al: 0.028",10.1007/s40195-018-0828-z,,,,,,,,,595,,1100,,,,,,,,,,,"casting, hot forging, soaking, hot rolling, water quenching, solution treatment",,,,tensile,77,2,rectangular,"[120.0, 110.0, 60.0]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,881.8,,1341.3,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,293,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,822.5,,1316.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,194,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,1218.3,,1746.7,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,77,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,660.9,,1168.2,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,293,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,693.2,,1221.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,194,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,903.8,,1570.1,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,77,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,573.2,,1102.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,293,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,611.8,,1171.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,194,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,786.1,,1446.3,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,77,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,552,,1103,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,293,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,527.3,,1077.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,194,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,732.1,,1388.8,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,77,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,485.2,,937,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,293,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,505.4,,999.4,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,194,0.001,rectangular,"[100, 25, 12]"
at.%,,VCoNi,"V: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40195-023-01520-z,,,,,,,,,643.3,,1222.7,,,,,,,,,,,"vacuum induction melting, casting, homogenization, water quenching, EDM, cold rolling, cutting, annealing",,,,tensile,77,0.001,rectangular,"[100, 25, 12]"
,,CrCoNi,"Cr: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40843-021-1798-6,,,,,,,,,805,,1603,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling",,,,tensile,298,2000,rectangular,"[150.0, 60.0, 40.0]"
,,CrCoNi,"Cr: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40843-021-1798-6,,,,,,,,,772,,1766,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling",,,,tensile,200,2000,rectangular,"[150.0, 60.0, 40.0]"
,,CrCoNi,"Cr: 33.3, Co: 33.3, Ni: 33.3",10.1007/s40843-021-1798-6,,,,,,,,,872,,1809,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling",,,,tensile,77,2000,rectangular,"[150.0, 60.0, 40.0]"
wt.%,,0.4C-22Mn steel,"Fe: 77.6, C: 0.4, Mn: 22",10.1016/j.actamat.2014.11.027,,,,,,,,,334,,879,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,298,0.0126,,[]
wt.%,,0.4C-22Mn steel,"Fe: 77.6, C: 0.4, Mn: 22",10.1016/j.actamat.2014.11.027,,,,,,,,,528,,1338,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,77,0.0126,,[]
wt.%,,0.4C-24Mn steel,"Fe: 75.6, C: 0.4, Mn: 24",10.1016/j.actamat.2014.11.027,,,,,,,,,314,,843,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,298,0.0126,,[]
wt.%,,0.4C-24Mn steel,"Fe: 75.6, C: 0.4, Mn: 24",10.1016/j.actamat.2014.11.027,,,,,,,,,574,,1288,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,77,0.0126,,[]
wt.%,,0.4C-26Mn steel,"Fe: 73.6, C: 0.4, Mn: 26",10.1016/j.actamat.2014.11.027,,,,,,,,,322,,802,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,298,0.0126,,[]
wt.%,,0.4C-26Mn steel,"Fe: 73.6, C: 0.4, Mn: 26",10.1016/j.actamat.2014.11.027,,,,,,,,,598,,1275,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,77,0.0126,,[]
wt.%,,0.4C-22Mn steel,"Fe: 77.6, C: 0.4, Mn: 22",10.1016/j.actamat.2014.11.027,,,,,,,,,780,,2265,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,298,2500,,[]
wt.%,,0.4C-22Mn steel,"Fe: 77.6, C: 0.4, Mn: 22",10.1016/j.actamat.2014.11.027,,,,,,,,,1030,,2560,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,77,2500,,[]
wt.%,,0.4C-24Mn steel,"Fe: 75.6, C: 0.4, Mn: 24",10.1016/j.actamat.2014.11.027,,,,,,,,,715,,2200,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,298,2500,,[]
wt.%,,0.4C-24Mn steel,"Fe: 75.6, C: 0.4, Mn: 24",10.1016/j.actamat.2014.11.027,,,,,,,,,1045,,2635,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,77,2500,,[]
wt.%,,0.4C-26Mn steel,"Fe: 73.6, C: 0.4, Mn: 26",10.1016/j.actamat.2014.11.027,,,,,,,,,655,,2080,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,298,2500,,[]
wt.%,,0.4C-26Mn steel,"Fe: 73.6, C: 0.4, Mn: 26",10.1016/j.actamat.2014.11.027,,,,,,,,,1315,,2785,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,77,2500,,[]
wt.%,,0.4C-18Mn steel,"Fe: 81.6, C: 0.4, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,880,,940,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,298,2500,,[]
wt.%,,0.4C-18Mn steel,"Fe: 81.6, C: 0.4, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,1095,,1200,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,77,2500,,[]
wt.%,,1.0C-18Mn steel,"Fe: 81.0, C: 1.0, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,850,,880,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,298,2500,,[]
wt.%,,1.0C-18Mn steel,"Fe: 81.0, C: 1.0, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,1065,,1110,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,tensile,77,2500,,[]
wt.%,,0.4C-18Mn steel,"Fe: 81.6, C: 0.4, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,815,,2215,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,298,2500,,[]
wt.%,,0.4C-18Mn steel,"Fe: 81.6, C: 0.4, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,1160,,2710,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,77,2500,,[]
wt.%,,1.0C-18Mn steel,"Fe: 81.0, C: 1.0, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,840,,2260,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,298,2500,,[]
wt.%,,1.0C-18Mn steel,"Fe: 81.0, C: 1.0, Mn: 18",10.1016/j.actamat.2015.06.021,,,,,,,,,1500,,2625,,,,,,,,,,,"vacuum induction melting, homogenization, hot rolling, water cooling",,,,compression,77,2500,,[]
at.%,,CrMnFeCoNi,"Cr: 20.0, Mn: 20.0, Fe: 20.0, Co: 20.0, Ni: 20.0",10.1016/j.actamat.2016.07.038,,,,,,,,,265,,600,,,,,,,,,,,"vacuum induction melting, cast, homogenization, rotary swaging, recrystallization",,,,tensile,293,0.001,cylindrical,"[120.0, 40.0]"
at.%,,CrMnFeCoNi,"Cr: 20.0, Mn: 20.0, Fe: 20.0, Co: 20.0, Ni: 20.0",10.1016/j.actamat.2016.07.038,,,,,,,,,460,,1060,,,,,,,,,,,"vacuum induction melting, cast, homogenization, rotary swaging, recrystallization",,,,tensile,293,0.001,cylindrical,"[120.0, 40.0]"
,,AlCoCrFeNi2.0,"Al: 24.5, Co: 24.5, Cr: 24.5, Fe: 24.5, Ni: 2.0",10.1016/j.actamat.2016.11.016,,,,,,,,,545.6,,1076,,,,,,,,,,,vacuum induction melting,,,,tensile,298,0.001,,[]
,,AlCoCrFeNi2.0,"Al: 24.5, Co: 24.5, Cr: 24.5, Fe: 24.5, Ni: 2.0",10.1016/j.actamat.2016.11.016,,,,,,,,,580,,1034,,,,,,,,,,,vacuum induction melting,,,,tensile,203,0.001,,[]
,,AlCoCrFeNi2.0,"Al: 24.5, Co: 24.5, Cr: 24.5, Fe: 24.5, Ni: 2.0",10.1016/j.actamat.2016.11.016,,,,,,,,,715,,952,,,,,,,,,,,vacuum induction melting,,,,tensile,77,0.001,,[]
,,AlCoCrFeNi2.1,"Al: 24.475, Co: 24.475, Cr: 24.475, Fe: 24.475, Ni: 2.1",10.1016/j.actamat.2016.11.016,,,,,,,,,546.4,,1046,,,,,,,,,,,vacuum induction melting,,,,tensile,298,0.001,,[]
,,AlCoCrFeNi2.1,"Al: 24.475, Co: 24.475, Cr: 24.475, Fe: 24.475, Ni: 2.1",10.1016/j.actamat.2016.11.016,,,,,,,,,595,,1168,,,,,,,,,,,vacuum induction melting,,,,tensile,203,0.001,,[]
,,AlCoCrFeNi2.1,"Al: 24.475, Co: 24.475, Cr: 24.475, Fe: 24.475, Ni: 2.1",10.1016/j.actamat.2016.11.016,,,,,,,,,690,,1051,,,,,,,,,,,vacuum induction melting,,,,tensile,77,0.001,,[]
,,AlCoCrFeNi2.2,"Al: 24.45, Co: 24.45, Cr: 24.45, Fe: 24.45, Ni: 2.2",10.1016/j.actamat.2016.11.016,,,,,,,,,544.5,,1120,,,,,,,,,,,vacuum induction melting,,,,tensile,298,0.001,,[]
,,AlCoCrFeNi2.2,"Al: 24.45, Co: 24.45, Cr: 24.45, Fe: 24.45, Ni: 2.2",10.1016/j.actamat.2016.11.016,,,,,,,,,570,,1143,,,,,,,,,,,vacuum induction melting,,,,tensile,203,0.001,,[]
,,AlCoCrFeNi2.2,"Al: 24.45, Co: 24.45, Cr: 24.45, Fe: 24.45, Ni: 2.2",10.1016/j.actamat.2016.11.016,,,,,,,,,705,,1151,,,,,,,,,,,vacuum induction melting,,,,tensile,77,0.001,,[]
,,FeCoCrNi,"Fe: 25, Co: 25, Cr: 25, Ni: 25",10.1016/j.actamat.2018.05.013,,,,,,,,,480,,1725,,,,,,,,,,,powder metallurgical processes,,,,tensile,77,未知,,[]
,,FeCoCrNi,"Fe: 25, Co: 25, Cr: 25, Ni: 25",10.1016/j.actamat.2018.05.013,,,,,,,,,260,,980,,,,,,,,,,,powder metallurgical processes,,,,tensile,293,未知,,[]
,,FeCoCrNiMo0.23,"Fe: 24.9425, Co: 24.9425, Cr: 24.9425, Ni: 24.9425, Mo: 0.23",10.1016/j.actamat.2018.05.013,,,,,,,,,602,,1863,,,,,,,,,,,powder metallurgical processes,,,,tensile,77,未知,,[]
,,FeCoCrNiMo0.23,"Fe: 24.9425, Co: 24.9425, Cr: 24.9425, Ni: 24.9425, Mo: 0.23",10.1016/j.actamat.2018.05.013,,,,,,,,,360,,1238,,,,,,,,,,,powder metallurgical processes,,,,tensile,293,未知,,[]
