ID,Number,Al(at%),C(at%),Co(at%),Cr(at%),Cu(at%),Fe(at%),Mn(at%),Mo(at%),Nb(at%),Ni(at%),Ta(at%),Ti(at%),V(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,Processing_Description,YS(MPa),UTS(MPa),El(%)
90,182,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,0,0.0,923,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 923K for 1.0 hours,631.0,757.0,27.0
91,258,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1373,50.0,0,0.0,923,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 923K for 1.0 hours,625.0,855.0,50.7
92,885,3.34,0.0,9.13,20.71,0.0,9.18,0.0,1.73,3.34,51.26,0.0,0.97,0.0,0.34,1213,0.0,0,0.0,298,0.0,1143,50.0,Homogenization was performed at 1213K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1143K for 50.0 hours,527.7,839.0,18.8
93,741,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,30.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,462.0,986.0,52.0
94,878,7.66,0.0,1.85,20.92,0.0,26.78,0.0,0.28,0.09,41.93,0.0,0.34,0.0,0.15,1394,0.0,0,0.0,298,0.0,1073,2.0,Homogenization was performed at 1394K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 2.0 hours,562.0,922.5,32.9
95,914,8.45,0.0,12.08,15.72,0.0,0.12,0.0,2.9,0.0,56.55,0.0,4.18,0.0,0.0,1391,0.0,0,0.0,298,0.0,922,24.0,Homogenization was performed at 1391K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 922K for 24.0 hours,1169.0,1580.0,26.0
96,159,0.0,0.8,19.84,19.84,0.0,19.84,19.84,0.0,0.0,19.84,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,1060.0,1161.0,13.2
97,302,9.09,0.0,18.182,18.182,18.182,18.182,0.0,0.0,0.0,18.182,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,1173,0.5,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 0.5 hours,956.0,988.0,18.5
98,659,0.0,0.0,23.8,23.8,0.0,23.8,0.0,0.0,0.0,23.8,0.0,4.8,0.0,0.0,1473,70.0,0,0.0,1173,0.3,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 0.3 hours,720.0,1085.0,30.0
99,634,1.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours,342.0,790.0,69.0
100,802,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,30.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 298K,986.0,1082.0,6.0
101,18,0.0,0.0,30.0,10.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1373,80.0,0,0.0,1173,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 0.166666667 hours,470.0,787.0,44.0
102,128,5.27,0.0,18.82,17.95,0.0,19.47,20.12,0.0,0.0,18.37,0.0,0.0,0.0,0.0,1423,96.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 96.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,227.0,560.0,33.5
103,349,0.0,0.0,19.89,19.88,0.0,21.04,18.39,0.0,0.0,20.8,0.0,0.0,0.0,0.0,1373,60.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,302.0,663.0,51.5
104,268,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,425.0,735.0,52.5
105,832,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,20.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,627.0,910.0,27.0
106,1053,0.0,0.0,20.0,26.0,0.0,20.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1273,8.0,0,0.0,First heat treatment was performed at 1273K for 8.0 hours,145.0,430.0,73.0
107,198,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1473K for 1.0 hours,225.0,557.0,60.0
108,116,0.0,0.0,17.51,17.51,29.96,17.51,0.0,0.0,0.0,17.51,0.0,0.0,0.0,0.0,1273,91.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 91.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,477.0,600.0,53.0
109,823,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,40.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,303.0,717.0,45.0
110,188,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1073,60.0,0,0.0,1073,4.0,0,0.0,Homogenization was performed at 1073K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1073K for 4.0 hours,371.0,675.0,54.0
111,317,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,690.0,930.0,51.0
112,1052,0.0,0.0,33.3,33.4,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1173K for 2.0 hours,300.0,822.0,74.0
113,967,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1393,0.0,0,0.0,1033,16.0,923,24.0,Homogenization was performed at 1393K. First heat treatment was performed at 1033K for 16.0 hours. Secondary heat treatment was conducted at 923K for 24.0 hours,1304.0,1693.0,21.0
114,784,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,10.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,421.0,917.0,46.0
115,746,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,40.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,410.0,910.0,62.0
116,723,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,15.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 15.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,441.0,979.0,68.0
117,582,1.1,0.0,24.6,24.6,0.0,24.6,0.0,0.0,0.0,24.6,0.0,0.5,0.0,0.0,1473,30.0,0,0.0,1273,2.0,973,4.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 1273K for 2.0 hours. Secondary heat treatment was conducted at 973K for 4.0 hours,520.0,900.0,39.0
118,1087,0.0,0.0,20.0,10.0,0.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,1373,0.0,0,0.0,1173,10.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1173K for 10.0 hours,345.0,689.0,52.6
119,46,0.0,2.0,17.5,12.5,0.0,55.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1373,79.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,617.0,1057.0,52.0
120,968,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1393,0.0,0,0.0,973,24.0,1088,16.0,Homogenization was performed at 1393K. First heat treatment was performed at 973K for 24.0 hours. Secondary heat treatment was conducted at 1088K for 16.0 hours,1240.0,1635.0,23.0
121,163,0.0,0.93,18.98,20.12,0.0,19.92,20.05,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,287.0,590.0,38.0
122,803,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,40.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 298K,1096.0,1234.0,6.0
123,178,2.44,0.0,24.39,24.39,0.0,24.39,0.0,0.0,0.0,24.39,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,261.0,618.0,60.4
124,17,0.0,0.0,30.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,1473,50.0,0,0.0,1123,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1123K for 1.0 hours,397.0,731.0,40.0
125,574,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,550.0,100.0,16.0
126,49,0.0,0.0,17.5,12.5,0.0,55.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1373,0.083333333,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1373K for 0.083333333 hours,253.0,492.0,23.6
127,1063,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1473,0.0,1073,1.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. Recrystallization was carried out at 1073K for 1.0 minutes. First heat treatment was performed at 1073K for 1.0 hours,390.0,705.0,57.0
128,897,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,873,6.0,1123,200.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 1123K for 200.0 hours,515.0,1169.0,31.8
129,578,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,646.0,1088.0,17.0
130,830,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,50.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 298K,1179.0,1379.0,7.0
131,540,7.0,0.0,23.2,23.2,0.0,23.3,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,224.0,434.0,48.0
132,298,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K,398.0,702.0,60.2
133,779,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,10.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,434.0,924.0,46.0
134,856,1.41,0.0,0.16,20.48,0.0,19.01,0.0,1.82,3.1,52.94,0.0,1.08,0.0,0.0,1353,0.0,0,0.0,993,8.0,893,8.0,Homogenization was performed at 1353K. First heat treatment was performed at 993K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours,1369.0,1529.0,18.6
135,237,0.0,0.63,10.31,9.24,0.0,49.34,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,0,0.0,673,0.16667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 67.0% reduction. First heat treatment was performed at 673K for 0.16667 hours,1276.0,1516.0,11.7
136,27,0.0,0.0,30.0,15.0,0.0,14.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,1373,75.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,331.0,773.0,66.5
137,841,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,10.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,365.0,820.0,42.0
138,488,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,0,60.0,0,0.0,1373,1.0,0,0.0,followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,330.0,746.0,64.0
139,1037,3.0,0.0,34.46,32.12,0.0,0.0,0.0,0.0,0.0,27.42,0.0,3.0,0.0,0.0,1473,0.0,0,0.0,1273,1.0,973,4.0,Homogenization was performed at 1473K. First heat treatment was performed at 1273K for 1.0 hours. Secondary heat treatment was conducted at 973K for 4.0 hours,870.0,1300.0,28.0
140,396,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,523.0,965.0,65.0
141,241,0.0,0.63,10.31,9.24,0.0,49.34,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,0,0.0,1023,0.16667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 67.0% reduction. First heat treatment was performed at 1023K for 0.16667 hours,546.0,929.0,59.3
142,38,0.0,0.0,10.0,20.0,0.0,10.0,5.0,0.0,0.0,45.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,479.0,848.0,45.3
143,1054,0.0,0.0,48.9,48.9,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,923,120.0,Homogenization was performed at 1473K. First heat treatment was conducted at 923K for 120.0 hours,1180.0,1335.0,19.0
144,406,0.0,0.0,20.0,20.0,0.0,30.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,0.08333,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 0.08333 hours,523.0,719.0,28.4
145,527,11.1,0.0,22.2,22.2,0.0,22.2,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,923,1.0,Homogenization was performed at 298K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 1.0 hours,660.0,1020.0,31.0
146,1059,0.0,0.0,30.07,9.92,0.0,45.55,0.0,0.0,0.0,4.78,0.0,0.0,9.68,0.0,1373,0.0,0,0.0,1273,10.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1273K for 10.0 hours,359.0,732.0,55.8
147,907,1.11,0.0,0.0,24.85,0.0,0.0,0.0,0.84,0.0,66.64,0.0,0.0,0.0,6.55,1533,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1533K. First heat treatment was performed at 298K,450.0,870.0,48.0
148,765,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,30.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,483.0,951.0,39.0
149,786,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,30.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,531.0,965.0,44.0
150,202,0.0,0.0,17.5,12.5,0.0,55.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1523,79.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,443.0,840.0,61.6
151,910,2.89,0.0,13.33,20.59,0.0,0.84,0.0,2.46,0.0,56.31,0.0,3.58,0.0,0.0,1283,0.0,0,0.0,1116,4.0,1033,16.0,Homogenization was performed at 1283K. First heat treatment was performed at 1116K for 4.0 hours. Secondary heat treatment was conducted at 1033K for 16.0 hours,950.0,1330.0,22.0
152,924,3.02,0.0,10.38,20.73,0.0,1.67,0.0,6.32,0.0,54.11,0.0,3.77,0.0,0.0,1498,0.0,0,0.0,1339,0.5,1033,16.0,Homogenization was performed at 1498K. First heat treatment was performed at 1339K for 0.5 hours. Secondary heat treatment was conducted at 1033K for 16.0 hours,655.0,1024.0,18.0
153,566,17.0,0.0,14.3,14.3,0.0,14.3,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,479.0,1067.0,14.0
154,1061,0.0,0.0,29.85,10.04,0.0,45.65,4.91,0.0,0.0,0.0,0.0,0.0,9.55,0.0,1373,0.0,0,0.0,1273,10.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1273K for 10.0 hours,374.0,802.0,66.5
155,887,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K,375.0,1225.0,60.8
156,644,3.6,0.0,27.3,18.2,0.0,18.2,0.0,0.0,0.0,27.3,0.0,5.4,0.0,0.0,1423,90.0,0,0.0,298,0.0,1023,50.0,Homogenization was performed at 1423K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1023K for 50.0 hours,1400.0,1570.0,15.5
157,1060,0.0,0.0,29.84,10.09,0.0,45.69,2.48,0.0,0.0,2.45,0.0,0.0,9.45,0.0,1373,0.0,0,0.0,1273,10.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1273K for 10.0 hours,345.0,769.0,57.2
158,169,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,25.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 25.0% reduction,634.0,839.0,7.6
159,763,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,10.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,386.0,896.0,44.0
160,156,0.0,0.5,19.9,19.9,0.0,19.9,19.9,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0,60.0,0,0.0,1173,0.05,0,0.0,followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,767.0,960.0,29.3
161,794,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,10.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,359.0,841.0,55.0
162,880,7.66,0.0,1.85,20.92,0.0,26.78,0.0,0.28,0.09,41.93,0.0,0.34,0.0,0.15,1394,0.0,0,0.0,298,0.0,1273,2.0,Homogenization was performed at 1394K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1273K for 2.0 hours,304.0,696.6,48.6
163,814,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,50.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,407.0,786.0,37.0
164,112,0.0,0.0,35.42,14.5,2.49,14.92,3.25,0.0,0.0,21.43,0.0,0.0,7.99,0.0,1373,80.0,0,0.0,1123,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1123K for 0.166666667 hours,670.0,935.0,50.0
165,238,0.0,0.63,10.31,9.24,0.0,49.34,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,67.0,0,0.0,923,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 67.0% reduction. First heat treatment was performed at 923K for 0.05 hours,825.0,1052.0,33.3
166,749,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,20.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K,917.0,1131.0,17.0
167,104,9.9,1.3,0.0,0.0,0.0,59.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,25.0,0,0.0,1123,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 25.0% reduction. First heat treatment was performed at 1123K for 1.0 hours,401.0,727.0,48.0
168,456,10.0,0.0,17.0,0.0,0.0,34.0,0.0,5.0,0.0,34.0,0.0,0.0,0.0,0.0,1573,80.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1573K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,215.0,458.0,47.0
169,454,0.0,0.0,27.0,20.0,0.0,20.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1473,65.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 65.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,340.0,725.0,60.1
170,896,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,873,6.0,1123,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 1123K for 100.0 hours,447.0,1187.0,40.8
171,651,12.5,0.0,25.0,18.8,0.0,18.7,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1573,2.0,923,4.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1573K for 2.0 hours. Secondary heat treatment was conducted at 923K for 4.0 hours,772.0,1077.0,28.0
172,969,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1393,0.0,0,0.0,1088,2.5,973,24.0,Homogenization was performed at 1393K. First heat treatment was performed at 1088K for 2.5 hours. Secondary heat treatment was conducted at 973K for 24.0 hours,1284.0,1682.0,18.5
173,120,0.0,1.36,20.06,20.14,0.0,19.42,19.27,0.0,0.0,19.75,0.0,0.0,0.0,0.0,1493,95.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1493K. followed by cold rolling to 95.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,600.0,836.0,24.0
174,54,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,200.0,550.0,38.0
175,155,0.0,0.5,19.9,19.9,0.0,19.9,19.9,0.0,0.0,19.9,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours,795.0,968.0,28.6
176,437,3.0,0.0,32.33,0.0,0.0,0.0,0.0,0.0,0.0,32.34,0.0,0.0,32.33,0.0,1373,66.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,648.0,1111.0,48.3
177,1022,0.0,0.0,10.0,9.8,0.0,39.9,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,140.0,398.0,98.0
178,219,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1423,95.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 95.0% reduction,1199.0,1335.0,4.37
179,729,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,30.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 298K,1151.0,1344.0,13.0
180,900,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,923,10.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 10.0 hours,473.0,1272.0,52.8
