ID,Number,YS(MPa),UTS(MPa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ta(at%),Nb(at%),Mo(at%),Ti(at%),V(at%),Mn(at%),C(at%),Cu(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,?,T_K,E,?r,?.1,??,VEC,?H,?S,?.2,?.3,?.4,D.?,e/a,Ec_eV/atom,G,?.5,D.r,A,F,w,?G,D.G,total_at%,Processing_Description
93,741,462.0,986.0,52.0,0.0,41.63,26.62,3.38,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,1473,30.0,1450,6.0,298,0.0,0,0.0,1.84981201,1961.999114,235.2552009,0.025599185,3.011170748,0.152661865,8.259700028,-3.850995533,10.95669134,-5582.197774,16719.64827,1.207254483,0.140652663,1.498000013,4.536903036,90.23980035,-0.027922627,0.026792158,-4.607299839,-89.73857682,13568.56434,0.259845775,21.62320904,100.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K
94,878,562.0,922.5,32.9,7.66,1.85,20.92,26.78,41.93,0.0,0.09,0.28,0.34,0.0,0.0,0.0,0.0,0.15,1394,0.0,0,0.0,298,0.0,1073,2.0,1.812579003,1792.493705,209.9111003,0.040125381,4.211381464,0.115062674,8.03080001,-8.582134084,11.36541,-2373.818178,7059.05822,1.206731036,0.120002436,1.448100004,4.262234013,82.04160012,-0.042710023,0.041328178,-5.342127654,-51.09427269,12287.5578,0.274039828,21.62078228,100.0,Homogenization was performed at 1394K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 2.0 hours
95,914,1169.0,1580.0,26.0,8.45,12.08,15.72,0.12,56.55,0.0,0.0,2.9,4.18,0.0,0.0,0.0,0.0,0.0,1391,0.0,0,0.0,298,0.0,922,24.0,1.833414007,1779.583912,202.6795008,0.053117895,5.382954193,0.138621445,8.289700021,-13.40036424,10.9810948,-1458.302124,3891.920258,1.206254278,0.134613931,1.361800008,4.37775303,77.90460032,-0.050131232,0.057455882,-6.026411088,-35.54890008,14329.02593,0.304353854,22.4464536,100.0,Homogenization was performed at 1391K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 922K for 24.0 hours
96,159,1060.0,1161.0,13.2,0.0,19.84,19.84,19.84,19.84,0.0,0.0,0.0,0.0,0.0,19.84,0.8,0.0,0.0,1473,60.0,0,0.0,1173,0.05,0,0.0,1.772272,1818.3664,217.6608,0.046637269,5.075552605,0.154495171,7.968,-5.73169664,13.66120591,-4333.983352,6280.913632,1.429175811,0.160446874,1.3888,4.050768,84.9472,-0.021547589,0.05232681,-5.905837032,-41.68622429,10519.85079,0.194755303,14.83587584,100.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 0.05 hours
97,302,956.0,988.0,18.5,9.09,18.182,18.182,18.182,18.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,0.0,1273,80.0,0,0.0,1173,0.5,0,0.0,1.8154566,1693.0076,191.54668,0.039652217,3.797625286,0.109324121,6.45458,-1.520233384,14.69711649,-16367.4408,9347.536765,1.169080225,0.112725418,1.54544,4.071825,74.36412,-0.06112487,0.042311841,-5.056705955,-53.16231617,11685.16671,0.342945888,27.43759801,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 0.5 hours
98,659,720.0,1085.0,30.0,0.0,23.8,23.8,23.8,23.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1173,0.3,0,0.0,1.80656,1875.074,219.53,0.037597585,4.126898962,0.111730776,8.046,-7.374192,12.57356108,-3197.14451,8894.845045,1.206893858,0.11622016,1.524,4.32878,84.936,-0.024482008,0.03414824,-5.235915985,-54.32602781,12249.56013,0.217127086,18.204144,100.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 0.3 hours
99,634,342.0,790.0,69.0,1.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,1.8146,1882.41,227.73,0.019194614,2.185594762,0.112786701,8.28,-5.4648,9.508120699,-3275.175941,25806.90391,1.170177411,0.112992,1.35,4.3008,88.04,-0.025590338,0.020856,-4.540604563,-148.5161757,13716.34076,0.222086012,18.6648,100.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours
100,802,986.0,1082.0,6.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,30.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 298K
101,18,470.0,787.0,44.0,0.0,30.0,10.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1373,80.0,0,0.0,1173,0.166666667,0,0.0,1.816,1863.9,207.8,0.021285236,2.211536061,0.089911067,8.0,-5.32,11.79327317,-4131.857491,26030.19386,1.087849774,0.0892,1.8,4.414,79.1,-0.018857299,0.0238,-4.463046573,-130.5780365,11341.48832,0.196378156,14.46,100.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 0.166666667 hours
102,128,227.0,560.0,33.5,5.27,18.82,17.95,19.47,18.37,0.0,0.0,0.0,0.0,0.0,20.12,0.0,0.0,0.0,1423,96.0,0,0.0,1373,1.0,0,0.0,1.755661,1748.8748,210.7099,0.044381653,4.675826814,0.140114964,7.7319,-6.92881852,14.38507299,-3630.877555,7303.064331,1.168399659,0.154077913,1.4883,3.975237,82.1503,-0.032030301,0.057582459,-5.629719017,-44.69759005,10028.12457,0.236466011,17.86983962,100.0,Homogenization was performed at 1423K. followed by cold rolling to 96.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
103,349,302.0,663.0,51.5,0.0,19.89,19.88,21.04,20.8,0.0,0.0,0.0,0.0,0.0,18.39,0.0,0.0,0.0,1373,60.0,0,0.0,1373,1.0,0,0.0,1.771297,1804.8417,219.4419,0.035699951,3.917032561,0.136181819,8.0334,-4.13840028,13.37175028,-5831.696036,10491.8727,1.114355791,0.147357014,1.4093,4.047432,85.5523,-0.014523041,0.044585538,-5.148267679,-58.65707578,10676.83047,0.174097373,13.7287431,100.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
104,268,425.0,735.0,52.5,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1273,80.0,0,0.0,1073,1.0,0,0.0,1.766,1801.2,219.4,0.036643873,4.019832882,0.138361844,8.0,-4.16,13.3808668,-5793.658002,9965.096442,1.114281099,0.1504,1.4,4.024,85.6,-0.014576561,0.0464,-5.214125557,-56.69187889,10506.91257,0.174312219,13.76,100.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours
105,832,627.0,910.0,27.0,1.1,1.51,25.03,19.07,47.37,0.0,0.0,5.55,0.19,0.0,0.0,0.0,0.0,0.19,1323,20.0,1283,6.0,298,0.0,0,0.0,1.842634005,1917.961508,227.9871004,0.028181692,3.212531119,0.131977166,8.285300015,-6.00947696,10.92321959,-3486.212669,13753.60467,1.20718975,0.135034012,1.287200006,4.453868021,89.22410015,-0.023795392,0.031203345,-4.78743593,-80.65341943,13338.36537,0.222707402,19.62000645,100.01,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K
106,1053,145.0,430.0,73.0,0.0,20.0,26.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0,0.0,1273,8.0,0,0.0,1.751,1828.32,224.14,0.035719393,4.003072388,0.135458481,7.76,-3.7232,13.22888508,-6496.195524,10368.48015,1.114189049,0.14932,1.4,4.0036,87.94,-0.017061838,0.045632,-5.233129942,-58.5666868,9953.698135,0.184586902,15.8072,100.0,First heat treatment was performed at 1273K for 8.0 hours
107,198,225.0,557.0,60.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1373,0.0,0,0.0,1473,1.0,0,0.0,1.766,1801.2,219.4,0.036643873,4.019832882,0.138361844,8.0,-4.16,13.3808668,-5793.658002,9965.096442,1.114281099,0.1504,1.4,4.024,85.6,-0.014576561,0.0464,-5.214125557,-56.69187889,10506.91257,0.174312219,13.76,100.0,Homogenization was performed at 1373K. First heat treatment was performed at 1473K for 1.0 hours
108,116,477.0,600.0,53.0,0.0,17.51,17.51,17.51,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96,0.0,1273,91.0,0,0.0,1173,1.0,0,0.0,1.843968,1717.8305,193.3669,0.012740659,1.231810825,0.088835325,6.0779,5.5047938,13.14847105,4103.122736,81001.20876,1.034745495,0.084728789,1.3502,4.059075,75.3156,-0.038399377,0.017414395,-9.238479168,-649.8022673,12594.32156,0.299030075,24.09383004,100.0,Homogenization was performed at 1273K. followed by cold rolling to 91.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
109,823,303.0,717.0,45.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,1505,6.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
110,188,371.0,675.0,54.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1073,60.0,0,0.0,1073,4.0,0,0.0,1.766,1801.2,219.4,0.036643873,4.019832882,0.138361844,8.0,-4.16,13.3808668,-5793.658002,9965.096442,1.114281099,0.1504,1.4,4.024,85.6,-0.014576561,0.0464,-5.214125557,-56.69187889,10506.91257,0.174312219,13.76,100.0,Homogenization was performed at 1073K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1073K for 4.0 hours
111,317,690.0,930.0,51.0,6.96,23.26,23.26,23.26,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1173,1.0,0,0.0,1.805384,1806.413,213.9098,0.036357787,3.888643518,0.107494058,7.8846,-7.26102768,12.82360766,-3190.282782,9700.973766,1.169529641,0.113761869,1.6044,4.23899,82.7544,-0.041348349,0.036407482,-5.091936278,-57.29637422,11908.78149,0.26769941,21.534108,100.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
112,1052,300.0,822.0,74.0,0.0,33.3,33.4,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1173,2.0,0,0.0,1.81651,1892.288,229.383,0.013530968,1.551886984,0.111509282,8.331,-4.893768,9.133854257,-3531.814913,49888.03078,1.034832573,0.11120202,1.333,4.30979,88.693,-0.021541315,0.01778886,-5.549188632,-321.4172557,13834.50918,0.210098159,17.794854,100.0,Homogenization was performed at 1473K. First heat treatment was performed at 1173K for 2.0 hours
113,967,1304.0,1693.0,21.0,5.2,13.85,17.42,0.2,55.84,0.0,0.0,1.69,5.8,0.0,0.0,0.0,0.0,0.0,1393,0.0,0,0.0,1033,16.0,923,24.0,1.829300007,1803.197612,205.5264008,0.051786698,5.321766822,0.134866269,8.381100021,-13.02180796,10.8403072,-1501.113833,4042.082274,1.206469676,0.130001311,1.319400008,4.38292903,79.05630032,-0.042432392,0.053378252,-5.988690216,-36.58517619,14486.5537,0.279278398,20.65554925,100.0,Homogenization was performed at 1393K. First heat treatment was performed at 1033K for 16.0 hours. Secondary heat treatment was conducted at 923K for 24.0 hours
114,784,421.0,917.0,46.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,10.0,1339,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K
115,746,410.0,910.0,62.0,0.0,41.63,26.62,3.38,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,1473,40.0,1505,6.0,298,0.0,0,0.0,1.84981201,1961.999114,235.2552009,0.025599185,3.011170748,0.152661865,8.259700028,-3.850995533,10.95669134,-5582.197774,16719.64827,1.207254483,0.140652663,1.498000013,4.536903036,90.23980035,-0.027922627,0.026792158,-4.607299839,-89.73857682,13568.56434,0.259845775,21.62320904,100.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
116,723,441.0,979.0,68.0,0.0,55.26,24.56,3.43,10.88,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,5.21,1523,15.0,1505,6.0,298,0.0,0,0.0,1.854589008,1974.441211,236.6305006,0.026494249,3.134673714,0.154740497,8.162200022,-3.287359228,10.11889539,-6077.572507,14415.50549,1.207103179,0.138964329,1.645800011,4.572134029,90.00270022,-0.027626758,0.026709836,-4.618669594,-84.32455007,13274.35295,0.265887749,21.83468456,100.01,Homogenization was performed at 1523K. followed by cold rolling to 15.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K
117,582,520.0,900.0,39.0,1.1,24.6,24.6,24.6,24.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1473,30.0,0,0.0,1273,2.0,973,4.0,1.81629,1861.77,222.493,0.021865534,2.43246416,0.100318173,8.171,-4.736688,12.10589077,-4758.258147,25320.7499,1.207413612,0.10413458,1.519,4.2952,86.114,-0.022275953,0.02156384,-4.511865066,-120.2319785,12464.97447,0.20564152,16.99566,100.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 1273K for 2.0 hours. Secondary heat treatment was conducted at 973K for 4.0 hours
118,1087,345.0,689.0,52.6,0.0,20.0,10.0,45.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,1173,10.0,0,0.0,1.815,1864.05,207.45,0.021431528,2.222985283,0.090138782,8.0,-5.36,11.85826703,-4123.95572,25817.54471,1.087849774,0.0902,1.75,4.411,79.5,-0.018723997,0.0243,-4.490113966,-130.0097411,11198.68024,0.195009125,14.37,100.0,Homogenization was performed at 1373K. First heat treatment was performed at 1173K for 10.0 hours
119,46,617.0,1057.0,52.0,0.0,17.5,12.5,55.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1373,79.0,0,0.0,1173,1.0,0,0.0,1.8498,1916.57,217.41,0.050813883,5.523723159,0.133914002,7.985,-5.9918,10.87018817,-3476.997987,4209.904986,1.431168057,0.105813,1.735,4.43075,84.06,-0.029004583,0.0324905,-6.159866121,-37.16407793,11150.46821,0.214072083,14.8774,100.0,Homogenization was performed at 1373K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
120,968,1240.0,1635.0,23.0,5.2,13.85,17.42,0.2,55.84,0.0,0.0,1.69,5.8,0.0,0.0,0.0,0.0,0.0,1393,0.0,0,0.0,973,24.0,1088,16.0,1.829300007,1803.197612,205.5264008,0.051786698,5.321766822,0.134866269,8.381100021,-13.02180796,10.8403072,-1501.113833,4042.082274,1.206469676,0.130001311,1.319400008,4.38292903,79.05630032,-0.042432392,0.053378252,-5.988690216,-36.58517619,14486.5537,0.279278398,20.65554925,100.0,Homogenization was performed at 1393K. First heat treatment was performed at 973K for 24.0 hours. Secondary heat treatment was conducted at 1088K for 16.0 hours
121,163,287.0,590.0,38.0,0.0,18.98,20.12,19.92,20.0,0.0,0.0,0.0,0.0,0.0,20.05,0.93,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,1.771842,1821.8002,217.5518,0.048105308,5.232698203,0.157248679,7.9497,-5.99561232,13.69318022,-4160.749083,5917.228219,1.429034643,0.162685385,1.3797,4.050714,84.9846,-0.022789355,0.053562309,-6.019938177,-40.15622939,10472.07247,0.198327027,15.11353464,100.0,Homogenization was performed at 1473K
122,803,1096.0,1234.0,6.0,0.21,2.87,27.1,33.31,35.53,0.0,0.0,0.59,0.24,0.0,0.0,0.0,0.0,0.15,1323,40.0,0,0.0,298,0.0,0,0.0,1.815373005,1887.970708,225.9323004,0.017824925,2.013613201,0.106446987,8.162400015,-4.573971225,10.45105324,-4313.818651,32893.08578,1.207470298,0.110608332,1.375800006,4.312640021,88.77960015,-0.018165274,0.020215924,-4.704962403,-175.1745143,12185.80346,0.193196592,16.79275691,100.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 298K
123,178,261.0,618.0,60.4,2.44,24.39,24.39,24.39,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1173,1.0,0,0.0,1.814876,1848.8445,220.9497,0.024062858,2.65834065,0.100854572,8.1219,-5.04512028,12.19805178,-4470.121561,21066.67761,1.16998379,0.105177485,1.5366,4.280235,85.5116,-0.02639134,0.023679275,-4.539234723,-103.1291128,12365.34395,0.218944923,17.894943,100.0,Homogenization was performed at 1373K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1173K for 1.0 hours
124,17,397.0,731.0,40.0,0.0,30.0,10.0,45.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1473,50.0,0,0.0,1123,1.0,0,0.0,1.812,1868.05,208.35,0.020808752,2.167751716,0.087384209,7.9,-4.9,11.06447021,-4218.159914,25552.80406,1.087820282,0.0854,1.85,4.406,79.4,-0.018762929,0.0227,-4.4819515,-135.9878113,10917.55637,0.195575354,14.43,100.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1123K for 1.0 hours
125,574,550.0,100.0,16.0,16.4,16.4,16.4,16.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.80176,1691.92,194.752,0.051988913,5.062472388,0.120379826,7.704,-11.944448,12.9121589,-1828.995353,4777.243611,1.168771169,0.12718528,1.656,4.1776,75.016,-0.061785436,0.05945984,-5.820013489,-36.93120486,11979.59084,0.343643302,25.57088,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
126,49,253.0,492.0,23.6,0.0,17.5,12.5,55.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1423,50.0,0,0.0,1373,0.083333333,0,0.0,1.842,1895.55,223.95,0.019276418,2.158476853,0.09995499,8.025,-2.335,10.59041722,-8597.287091,28501.02116,1.105867912,0.090525,1.775,4.41975,86.5,-0.013244997,0.0191625,-4.546034945,-149.3340152,11141.97818,0.173352592,13.255,100.0,Homogenization was performed at 1423K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1373K for 0.083333333 hours
127,1063,390.0,705.0,57.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,1073,1.0,1073,1.0,0,0.0,1.82,1871.75,224.75,0.01176159,1.321708679,0.096695398,8.25,-3.75,11.52565132,-5752.836761,83316.95755,1.034823207,0.1,1.5,4.3025,87.0,-0.017244782,0.01625,-7.38465545,-540.8620011,12617.80775,0.188344478,15.75,100.0,Homogenization was performed at 1473K. Recrystallization was carried out at 1073K for 1.0 minutes. First heat treatment was performed at 1073K for 1.0 hours
128,897,515.0,1169.0,31.8,0.88,1.01,28.65,2.67,58.93,0.6,1.17,5.59,0.5,0.0,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,873,6.0,1123,200.0,1.839334004,1940.807706,227.4609005,0.034201354,3.889735398,0.142111776,8.386800011,-8.398059853,9.353411945,-2161.591403,7996.196553,1.207088185,0.141725714,1.133000004,4.522246014,89.03200021,-0.027304564,0.036437738,-5.152484708,-61.61948272,14316.41784,0.238519893,20.95476235,100.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 1123K for 200.0 hours
129,578,646.0,1088.0,17.0,16.4,16.4,16.4,16.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.80176,1691.92,194.752,0.051988913,5.062472388,0.120379826,7.704,-11.944448,12.9121589,-1828.995353,4777.243611,1.168771169,0.12718528,1.656,4.1776,75.016,-0.061785436,0.05945984,-5.820013489,-36.93120486,11979.59084,0.343643302,25.57088,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
130,830,1179.0,1379.0,7.0,1.1,1.51,25.03,19.07,47.37,0.0,0.0,5.55,0.19,0.0,0.0,0.0,0.0,0.19,1323,50.0,0,0.0,298,0.0,0,0.0,1.842634005,1917.961508,227.9871004,0.028181692,3.212531119,0.131977166,8.285300015,-6.00947696,10.92321959,-3486.212669,13753.60467,1.20718975,0.135034012,1.287200006,4.453868021,89.22410015,-0.023795392,0.031203345,-4.78743593,-80.65341943,13338.36537,0.222707402,19.62000645,100.01,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 298K
131,540,224.0,434.0,48.0,7.0,23.2,23.2,23.3,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,1.8054,1805.833,213.809,0.036444791,3.896112182,0.107512046,7.884,-7.278272,12.82759205,-3182.690759,9657.711032,1.169526506,0.1137808,1.605,4.23874,82.714,-0.041437108,0.03651156,-5.09624701,-57.12071549,11907.04713,0.268006193,21.546308,100.0,Homogenization was performed at 298K. First heat treatment was performed at 298K
132,298,398.0,702.0,60.2,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,1.7375,1809.5,222.0,0.03859147,4.283653141,0.140956554,7.75,-4.0,11.52565132,-5213.916515,7738.96423,1.113994035,0.15625,1.25,3.9325,88.25,-0.015307322,0.05125,-5.480031525,-53.75110964,9474.296896,0.176707877,14.875,100.0,Homogenization was performed at 1373K
133,779,434.0,924.0,46.0,0.88,1.01,23.99,5.32,62.74,0.0,0.0,5.57,0.5,0.0,0.0,0.0,0.0,0.0,1323,10.0,1283,6.0,298,0.0,0,0.0,1.855092007,1900.553812,225.2607008,0.029470423,3.319264056,0.131398283,8.610500021,-6.70051763,8.866186268,-2514.830203,10208.5513,1.20741858,0.127009048,1.141700008,4.47523703,87.85780032,-0.023081436,0.030499738,-4.821989399,-75.76351653,14911.41453,0.225573915,18.83244709,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K
134,856,1369.0,1529.0,18.6,1.41,0.16,20.48,19.01,52.94,0.0,3.1,1.82,1.08,0.0,0.0,0.0,0.0,0.0,1353,0.0,0,0.0,993,8.0,893,8.0,1.830258005,1880.442409,214.9332007,0.037306133,4.009163272,0.120513127,8.407700016,-8.795241453,10.61664898,-2269.863435,7628.286451,1.207069608,0.121447023,1.279900006,4.469841022,83.80760028,-0.029669503,0.037228751,-5.204548658,-55.70159722,13546.8912,0.236833419,18.96924939,100.0,Homogenization was performed at 1353K. First heat treatment was performed at 993K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours
135,237,1276.0,1516.0,11.7,0.0,10.31,9.24,49.34,0.0,0.0,0.0,0.0,0.0,0.0,30.48,0.63,0.0,0.0,1473,67.0,0,0.0,673,0.16667,0,0.0,1.738639,1765.1175,211.7979,0.046110738,4.883078698,0.147456833,7.5883,-2.32123696,9.951214434,-7567.113158,4680.281184,1.414970676,0.146156245,1.5902,3.8766,83.2265,-0.012130007,0.054185745,-5.814229447,-42.86624427,8094.09412,0.144044395,8.3687417,100.0,Homogenization was performed at 1473K. followed by cold rolling to 67.0% reduction. First heat treatment was performed at 673K for 0.16667 hours
136,27,331.0,773.0,66.5,0.0,30.0,15.0,14.0,26.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1373,75.0,0,0.0,1273,1.0,0,0.0,1.8103,1887.67,205.29,0.02627331,2.696823873,0.111179629,8.07,-8.4512,12.93511064,-2889.201568,18738.7483,1.087796705,0.115234,1.59,4.4821,78.04,-0.027769744,0.032476,-4.467083186,-91.98361864,12477.24979,0.241595782,18.5208,100.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1273K for 1.0 hours
137,841,365.0,820.0,42.0,1.1,1.51,25.03,19.07,47.37,0.0,0.0,5.55,0.19,0.0,0.0,0.0,0.0,0.19,1323,10.0,1394,6.0,298,0.0,0,0.0,1.842634005,1917.961508,227.9871004,0.028181692,3.212531119,0.131977166,8.285300015,-6.00947696,10.92321959,-3486.212669,13753.60467,1.20718975,0.135034012,1.287200006,4.453868021,89.22410015,-0.023795392,0.031203345,-4.78743593,-80.65341943,13338.36537,0.222707402,19.62000645,100.01,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K
138,488,330.0,746.0,64.0,6.96,23.26,23.26,23.26,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60.0,0,0.0,1373,1.0,0,0.0,1.805384,1806.413,213.9098,0.036357787,3.888643518,0.107494058,7.8846,-7.26102768,12.82360766,-3190.282782,9700.973766,1.169529641,0.113761869,1.6044,4.23899,82.7544,-0.041348349,0.036407482,-5.091936278,-57.29637422,11908.78149,0.26769941,21.534108,100.0,followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours
139,1037,870.0,1300.0,28.0,3.0,34.46,32.12,0.0,27.42,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1273,1.0,973,4.0,1.799262,1869.5064,222.0262,0.038475455,4.271279506,0.12218525,7.9806,-8.81933344,10.78401497,-2285.976047,7284.721596,1.20680844,0.125444948,1.4346,4.294362,85.7222,-0.038550628,0.037381481,-5.314659705,-52.40897321,12998.12956,0.26087363,22.03258136,100.0,Homogenization was performed at 1473K. First heat treatment was performed at 1273K for 1.0 hours. Secondary heat treatment was conducted at 973K for 4.0 hours
