author,title,source,year,doi,mat_type,list,temperature,temperature_unit,yield_strength,yield_strength_unit,ultimate_strength,ultimate_strength_unit,elongation,elongation_unit,impact_energy,impact_energy_unit,mat_name,ratio_type,composition,composition_at,Al,Co,Cr,Fe,Ni,Ti,Ta,V,Mn,Cu,Mo,C,W,Nb,processing_ingot_desc,processing_ingot_size,processing_types,homogenization_temperature,annealing_temperature,annealing_time,processing_description,testing_test_type,testing_test_tem,testing_test_tem_unit,testing_test_env,testing_refrigerant,testing_test_mac,testing_test_standard,testing_load_ctrl,testing_spec_desc,testing_spec_shape,testing_spec_size,testing_spec_standard,testing_spec_dir,testing_spec_notch,score,testing_rate1_value,testing_rate1_unit,recrystallization_temperature,recrystallization_time,aging_temperature,aging_time
"Naeem, M; He, HY; Harjo, S; Kawasaki, T; Lin, WT; Kai, JJ; Wu, ZD; Lan, S; Wang, XL",Temperature-dependent hardening contributions in CrFeCoNi high-entropy alloy,ACTA MATERIALIA,2021,10.1016/j.actamat.2021.117371,HEA,1,295,K,331.0,MPa,1009.0,MPa,45.0,%,,J,CrFeCoNi,at.%,Cr25Fe25Co25Ni25,Cr25Fe25Co25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; re-melting; casting; homogenization; iced water quenching; cold rolling; annealing; iced water quenching,1473.0,1073.0,1.0,arc-melting; re-melting; casting equipment: Cu-molds; homogenization at 1473.0 K for 24 h environment: argon; iced water quenching; cold rolling reduction unit: % reduction value: [80.0]; annealing at 1073 K for 1 h; iced water quenching,tensile,295,K,,,,,,Dog-bone,rectangular,"25, 4, 3",,,,0.5925925925925926,,,,,,
"Naeem, M; He, HY; Harjo, S; Kawasaki, T; Lin, WT; Kai, JJ; Wu, ZD; Lan, S; Wang, XL",Temperature-dependent hardening contributions in CrFeCoNi high-entropy alloy,ACTA MATERIALIA,2021,10.1016/j.actamat.2021.117371,HEA,2,140,K,502.0,MPa,1886.0,MPa,58.7,%,,J,CrFeCoNi,at.%,Cr25Fe25Co25Ni25,Cr25Fe25Co25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; re-melting; casting; homogenization; iced water quenching; cold rolling; annealing; iced water quenching,1473.0,1073.0,1.0,arc-melting; re-melting; casting equipment: Cu-molds; homogenization at 1473.0 K for 24 h environment: argon; iced water quenching; cold rolling reduction unit: % reduction value: [80.0]; annealing at 1073 K for 1 h; iced water quenching,tensile,140,K,,,,,,Dog-bone,rectangular,"25, 4, 3",,,,0.5925925925925926,,,,,,
"Naeem, M; He, HY; Harjo, S; Kawasaki, T; Lin, WT; Kai, JJ; Wu, ZD; Lan, S; Wang, XL",Temperature-dependent hardening contributions in CrFeCoNi high-entropy alloy,ACTA MATERIALIA,2021,10.1016/j.actamat.2021.117371,HEA,3,40,K,637.0,MPa,2377.0,MPa,58.9,%,,J,CrFeCoNi,at.%,Cr25Fe25Co25Ni25,Cr25Fe25Co25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; re-melting; casting; homogenization; iced water quenching; cold rolling; annealing; iced water quenching,1473.0,1073.0,1.0,arc-melting; re-melting; casting equipment: Cu-molds; homogenization at 1473.0 K for 24 h environment: argon; iced water quenching; cold rolling reduction unit: % reduction value: [80.0]; annealing at 1073 K for 1 h; iced water quenching,tensile,40,K,,,,,,Dog-bone,rectangular,"25, 4, 3",,,,0.5925925925925926,,,,,,
"Naeem, M; He, HY; Harjo, S; Kawasaki, T; Lin, WT; Kai, JJ; Wu, ZD; Lan, S; Wang, XL",Temperature-dependent hardening contributions in CrFeCoNi high-entropy alloy,ACTA MATERIALIA,2021,10.1016/j.actamat.2021.117371,HEA,4,25,K,676.0,MPa,2396.0,MPa,58.4,%,,J,CrFeCoNi,at.%,Cr25Fe25Co25Ni25,Cr25Fe25Co25Ni25,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],arc-melting; re-melting; casting; homogenization; iced water quenching; cold rolling; annealing; iced water quenching,1473.0,1073.0,1.0,arc-melting; re-melting; casting equipment: Cu-molds; homogenization at 1473.0 K for 24 h environment: argon; iced water quenching; cold rolling reduction unit: % reduction value: [80.0]; annealing at 1073 K for 1 h; iced water quenching,tensile,25,K,,,,,,Dog-bone,rectangular,"25, 4, 3",,,,0.5925925925925926,,,,,,
"Yang, J; Jo, YH; An, W; Kim, HS; Lee, BJ; Lee, S; Sung, H; Sohn, SS",Effects of deformation-induced martensitic transformation on cryogenic fracture toughness for metastable Si8V2Fe45Cr10Mn5Co30 high-entropy alloy,ACTA MATERIALIA,2022,10.1016/j.actamat.2021.117568,HEA,1,298,K,424.0,MPa,1099.0,MPa,52.0,%,,J,Si8V2Fe45Cr10Mn5Co30,at.%,Si8.0V2.0Fe45.0Cr10.0Mn5.0Co30.0,Si8.0V2.0Fe45.0Cr10.0Mn5.0Co30.0,0.0,30.0,10.0,45.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[160, 50, 28]",vacuum-induction melting; homogenization; water quenching; hot rolling; air cooling; sand-blasted; cold roll; annealing; water quenching,1473.0,1123.0,1.0,"vacuum-induction melting equipment:  environment: ; homogenization at 1473.0 K for 2.0 h environment: argon; water quenching; hot rolling at 1173.0, 1373.0 K reduction unit: % reduction value: [40.0]; air cooling; sand-blasted; cold roll at   reduction unit: % reduction value: [30.0]; annealing at 1123.0 K for 1.0 h; water quenching",tensile,298,K,,,"universal testing machine (5582, Instron, USA) of 98 kN",,,,,,,,,0.5555555555555556,0.0125,mm/s,,,,
"Yang, J; Jo, YH; An, W; Kim, HS; Lee, BJ; Lee, S; Sung, H; Sohn, SS",Effects of deformation-induced martensitic transformation on cryogenic fracture toughness for metastable Si8V2Fe45Cr10Mn5Co30 high-entropy alloy,ACTA MATERIALIA,2022,10.1016/j.actamat.2021.117568,HEA,2,77,K,457.0,MPa,1617.0,MPa,49.0,%,,J,Si8V2Fe45Cr10Mn5Co30,at.%,Si8.0V2.0Fe45.0Cr10.0Mn5.0Co30.0,Si8.0V2.0Fe45.0Cr10.0Mn5.0Co30.0,0.0,30.0,10.0,45.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[160, 50, 28]",vacuum-induction melting; homogenization; water quenching; hot rolling; air cooling; sand-blasted; cold roll; annealing; water quenching,1473.0,1123.0,1.0,"vacuum-induction melting equipment:  environment: ; homogenization at 1473.0 K for 2.0 h environment: argon; water quenching; hot rolling at 1173.0, 1373.0 K reduction unit: % reduction value: [40.0]; air cooling; sand-blasted; cold roll at   reduction unit: % reduction value: [30.0]; annealing at 1123.0 K for 1.0 h; water quenching",tensile,77,K,,,"universal testing machine (5582, Instron, USA) of 98 kN",,,,,,,,,0.5555555555555556,0.0125,mm/s,,,,
"Zhang, DD; Zhang, JY; Kuang, J; Liu, G; Sun, J",The B2 phase-driven microstructural heterogeneities and twinning enable ultrahigh cryogenic strength and large ductility in NiCoCr-based medium-entropy alloy,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.117981,MEA,1,298,K,1080.0,MPa,1380.0,MPa,20.0,%,,J,(NiCoCr)88Al10Ta2,at.%,Ni29.33Co29.33Cr29.33Al10Ta2,Ni29.33Co29.33Cr29.33Al10Ta2,10.0,29.33,29.33,0.0,29.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 25.0, 15.0]",arc-melting; re-melting; homogenization; water quenching; hot rolling; water quenching,1498.0,,,arc-melting; re-melting; homogenization at 1498.0 K for 24.0 h; water quenching; hot rolling at 1423.0 K reduction unit: % reduction value: [70.0]; water quenching,tensile,298,K,,,Instron 3699 tensile machine,,,Flat dog-bone,rectangular,"15, 4.5, 1.5",,rolling direction (RD),,0.7037037037037037,0.001,s-1,,,,
"Zhang, DD; Zhang, JY; Kuang, J; Liu, G; Sun, J",The B2 phase-driven microstructural heterogeneities and twinning enable ultrahigh cryogenic strength and large ductility in NiCoCr-based medium-entropy alloy,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.117981,MEA,2,77,K,1450.0,MPa,1830.0,MPa,25.0,%,,J,(NiCoCr)88Al10Ta2,at.%,Ni29.33Co29.33Cr29.33Al10Ta2,Ni29.33Co29.33Cr29.33Al10Ta2,10.0,29.33,29.33,0.0,29.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[80.0, 25.0, 15.0]",arc-melting; re-melting; homogenization; water quenching; hot rolling; water quenching,1498.0,,,arc-melting; re-melting; homogenization at 1498.0 K for 24.0 h; water quenching; hot rolling at 1423.0 K reduction unit: % reduction value: [70.0]; water quenching,tensile,77,K,liquid nitrogen,liquid nitrogen,Instron 3699 tensile machine,,,Flat dog-bone,rectangular,"15, 4.5, 1.5",,rolling direction (RD),,0.7037037037037037,0.001,s-1,,,,
"Yao, N; Lu, TW; Feng, K; Sun, BH; Wang, RZ; Wang, J; Xie, Y; Zhao, PC; Han, BL; Zhang, XC; Tu, ST",Ultrastrong and ductile additively manufactured precipitation-hardening medium-entropy alloy at ambient and cryogenic temperatures,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.118142,MEA,1,293,K,836.7,MPa,1070.0,MPa,32.5,%,,J,(CoCrNi)94Al3Ti3,at.%,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,3.1,31.8,31.0,0.0,31.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],LPBF,,,,LPBF equipment: L-PBF printing system (HBD-200),tensile,293,K,ambient,,Care Material Testing System,,strain,rectangular,rectangular,"8, 1.8, 1.2",,,,0.6666666666666666,0.001,s-1,,,,
"Yao, N; Lu, TW; Feng, K; Sun, BH; Wang, RZ; Wang, J; Xie, Y; Zhao, PC; Han, BL; Zhang, XC; Tu, ST",Ultrastrong and ductile additively manufactured precipitation-hardening medium-entropy alloy at ambient and cryogenic temperatures,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.118142,MEA,2,103,K,996.9,MPa,1423.6,MPa,40.6,%,,J,(CoCrNi)94Al3Ti3,at.%,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,3.1,31.8,31.0,0.0,31.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],LPBF,,,,LPBF equipment: L-PBF printing system (HBD-200),tensile,103,K,cryogenic chamber,,Care Material Testing System,,strain,rectangular,rectangular,"8, 1.8, 1.2",,,,0.6666666666666666,0.001,s-1,,,,
"Yao, N; Lu, TW; Feng, K; Sun, BH; Wang, RZ; Wang, J; Xie, Y; Zhao, PC; Han, BL; Zhang, XC; Tu, ST",Ultrastrong and ductile additively manufactured precipitation-hardening medium-entropy alloy at ambient and cryogenic temperatures,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.118142,MEA,3,293,K,921.1,MPa,1346.4,MPa,27.2,%,,J,(CoCrNi)94Al3Ti3,at.%,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,3.1,31.8,31.0,0.0,31.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],LPBF; solution treatment; water quenching; aging; water quenching,1273.0,,,LPBF equipment: L-PBF printing system (HBD-200); solution treatment at 1273 K for 10 min; water quenching; aging at 973 K for 2 h; water quenching,tensile,293,K,ambient,,Care Material Testing System,,strain,rectangular,rectangular,"8, 1.8, 1.2",,,,0.7037037037037037,0.001,s-1,,,973.0,2.0
"Yao, N; Lu, TW; Feng, K; Sun, BH; Wang, RZ; Wang, J; Xie, Y; Zhao, PC; Han, BL; Zhang, XC; Tu, ST",Ultrastrong and ductile additively manufactured precipitation-hardening medium-entropy alloy at ambient and cryogenic temperatures,ACTA MATERIALIA,2022,10.1016/j.actamat.2022.118142,MEA,4,103,K,1123.7,MPa,1702.9,MPa,25.4,%,,J,(CoCrNi)94Al3Ti3,at.%,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,Co31.8Cr31.0Ni31.1Al3.1Ti3.0,3.1,31.8,31.0,0.0,31.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],LPBF; solution treatment; water quenching; aging; water quenching,1273.0,,,LPBF equipment: L-PBF printing system (HBD-200); solution treatment at 1273 K for 10 min; water quenching; aging at 973 K for 2 h; water quenching,tensile,103,K,cryogenic chamber,,Care Material Testing System,,strain,rectangular,rectangular,"8, 1.8, 1.2",,,,0.6666666666666666,0.001,s-1,,,973.0,2.0
"Chen, JX; Li, T; Chen, Y; Cao, FH; Wang, HY; Dai, LH",Ultra-strong heavy-drawn eutectic high entropy alloy wire,ACTA MATERIALIA,2023,10.1016/j.actamat.2022.118515,HEA,1,298,K,1570.0,MPa,1850.0,MPa,12.1,%,,J,AlCoCrFeNi2.1,,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,24.475,24.475,24.475,24.475,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[300, 30]",vacuum induction melting; casting; turning; heating; hot rolling; reheating; hot drawing; polishing; cold drawing; annealing; annealing,,813.0,20.0,vacuum induction melting at 1773 K equipment: vacuum induction melting furnace environment: BN crucible; casting equipment: cylindrical MgO crucible; turning equipment: lathe; heating at 1213 K for 1 h; hot rolling at  K; reheating at 1213 K for 30 min; hot drawing at 1073 K; polishing; cold drawing at 298 K; annealing at 1323 K for 10 min; annealing at 813 K for 20 h,tensile,298,K,,,UTM 4204 electromechanical universal testing machine,,strain,,,50,,,,0.6296296296296297,0.001,s-1,,,,
"Chen, JX; Li, T; Chen, Y; Cao, FH; Wang, HY; Dai, LH",Ultra-strong heavy-drawn eutectic high entropy alloy wire,ACTA MATERIALIA,2023,10.1016/j.actamat.2022.118515,HEA,2,77,K,2250.0,MPa,2520.0,MPa,14.3,%,,J,AlCoCrFeNi2.1,,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,Al24.475Co24.475Cr24.475Fe24.475Ni2.1,24.475,24.475,24.475,24.475,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[300, 30]",vacuum induction melting; casting; turning; heating; hot rolling; reheating; hot drawing; polishing; cold drawing; annealing; annealing,,813.0,20.0,vacuum induction melting at 1773 K equipment: vacuum induction melting furnace environment: BN crucible; casting equipment: cylindrical MgO crucible; turning equipment: lathe; heating at 1213 K for 1 h; hot rolling at  K; reheating at 1213 K for 30 min; hot drawing at 1073 K; polishing; cold drawing at 298 K; annealing at 1323 K for 10 min; annealing at 813 K for 20 h,tensile,77,K,liquid nitrogen,liquid nitrogen,UTM 4204 electromechanical universal testing machine,,strain,,,50,,,,0.7037037037037037,0.001,s-1,,,,
"Li, WP; Chou, TH; Yang, T; Chuang, WS; Huang, JC; Luan, JH; Zhang, XK; Huo, XF; Kong, HJ; He, QF; Du, XH; Liu, CT; Chen, FR",Design of ultrastrong but ductile medium-entropy alloy with controlled precipitations and heterogeneous grain structures,APPLIED MATERIALS TODAY,2021,10.1016/j.apmt.2021.101037,MEA,1,77,K,2022.0,MPa,2309.0,MPa,21.2,%,,J,Co40Cr20Ni30Al5Ti5,at.%,Co40.0Cr20.0Ni30.0Al5.0Ti5.0,Co40.0Cr20.0Ni30.0Al5.0Ti5.0,5.0,40.0,20.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[None, 10, 10]",arc-melting; casting; homogenization; water quenching; cold rolling; annealing; water quenching,1473.0,973.0,2.0,arc-melting equipment: high purity argon atmosphere; casting mold: copper; homogenization at 1473 K for 4 h; water quenching; cold rolling direction: longitudinal reduction unit: % reduction value: [85.0]; annealing at 973 K for 2 h; water quenching,tensile,77,K,,,MTS Alliance RT 30 tensile test machine,,strain,Flat dog-bone-shaped,rectangular,"15, 3, 0.75",,parallel to the rolling direction,,0.7777777777777778,0.001,s-1,,,,
"Li, WP; Chou, TH; Yang, T; Chuang, WS; Huang, JC; Luan, JH; Zhang, XK; Huo, XF; Kong, HJ; He, QF; Du, XH; Liu, CT; Chen, FR",Design of ultrastrong but ductile medium-entropy alloy with controlled precipitations and heterogeneous grain structures,APPLIED MATERIALS TODAY,2021,10.1016/j.apmt.2021.101037,MEA,2,293,K,1729.0,MPa,1888.0,MPa,16.0,%,,J,Co40Cr20Ni30Al5Ti5,at.%,Co40.0Cr20.0Ni30.0Al5.0Ti5.0,Co40.0Cr20.0Ni30.0Al5.0Ti5.0,5.0,40.0,20.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[None, 10, 10]",arc-melting; casting; homogenization; water quenching; cold rolling; annealing; water quenching,1473.0,973.0,2.0,arc-melting equipment: high purity argon atmosphere; casting mold: copper; homogenization at 1473 K for 4 h; water quenching; cold rolling direction: longitudinal reduction unit: % reduction value: [85.0]; annealing at 973 K for 2 h; water quenching,tensile,293,K,,,MTS Alliance RT 30 tensile test machine,,strain,Flat dog-bone-shaped,rectangular,"15, 3, 0.75",,parallel to the rolling direction,,0.7777777777777778,0.001,s-1,,,,
"Shim, SH; Pouraliakbar, H; Lee, BJ; Kim, YK; Rizi, MS; Han, JH; Hong, SI",Supporting data for strengthening and deformation behavior of as-cast CoCrCu1.5MnNi high entropy alloy with micro-/nanoscale precipitation,DATA IN BRIEF,2022,10.1016/j.dib.2022.108567,HEA,1,77,K,600.2,MPa,840.4,MPa,70.0,%,,J,CoCrCu1.5MnNi,at.%,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,0.0,24.625,24.625,0.0,24.625,0.0,0.0,0.0,24.625,1.5,0.0,0.0,0.0,0.0,,[],casting,,,,casting equipment: vacuum induction melting (VIM) environment: high-purity Ar atmosphere,tensile,77,K,,,,,,dogbone-type,,"9, 3.4, 1.0",,,,0.5555555555555556,0.001,s-1,,,,
"Shim, SH; Pouraliakbar, H; Lee, BJ; Kim, YK; Rizi, MS; Han, JH; Hong, SI",Supporting data for strengthening and deformation behavior of as-cast CoCrCu1.5MnNi high entropy alloy with micro-/nanoscale precipitation,DATA IN BRIEF,2022,10.1016/j.dib.2022.108567,HEA,2,298,K,431.5,MPa,575.0,MPa,57.0,%,,J,CoCrCu1.5MnNi,at.%,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,0.0,24.625,24.625,0.0,24.625,0.0,0.0,0.0,24.625,1.5,0.0,0.0,0.0,0.0,,[],casting,,,,casting equipment: vacuum induction melting (VIM) environment: high-purity Ar atmosphere,tensile,298,K,,,,,,dogbone-type,,"9, 3.4, 1.0",,,,0.5555555555555556,0.001,s-1,,,,
"Shim, SH; Pouraliakbar, H; Lee, BJ; Kim, YK; Rizi, MS; Han, JH; Hong, SI",Supporting data for strengthening and deformation behavior of as-cast CoCrCu1.5MnNi high entropy alloy with micro-/nanoscale precipitation,DATA IN BRIEF,2022,10.1016/j.dib.2022.108567,HEA,3,77,K,595.1,MPa,844.9,MPa,64.0,%,,J,CoCrCu1.5MnNi,at.%,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,0.0,24.625,24.625,0.0,24.625,0.0,0.0,0.0,24.625,1.5,0.0,0.0,0.0,0.0,,[],casting,,,,casting equipment: vacuum induction melting (VIM) environment: high-purity Ar atmosphere,tensile,77,K,,,,,,dogbone-type,,"13.6, 3.4, 1.0",,,,0.5555555555555556,0.001,s-1,,,,
"Shim, SH; Pouraliakbar, H; Lee, BJ; Kim, YK; Rizi, MS; Han, JH; Hong, SI",Supporting data for strengthening and deformation behavior of as-cast CoCrCu1.5MnNi high entropy alloy with micro-/nanoscale precipitation,DATA IN BRIEF,2022,10.1016/j.dib.2022.108567,HEA,4,298,K,434.4,MPa,581.8,MPa,52.0,%,,J,CoCrCu1.5MnNi,at.%,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,Co24.625Cr24.625Cu1.5Mn24.625Ni24.625,0.0,24.625,24.625,0.0,24.625,0.0,0.0,0.0,24.625,1.5,0.0,0.0,0.0,0.0,,[],casting,,,,casting equipment: vacuum induction melting (VIM) environment: high-purity Ar atmosphere,tensile,298,K,,,,,,dogbone-type,,"13.6, 3.4, 1.0",,,,0.5555555555555556,0.001,s-1,,,,
"Yang, F; Dong, LM; Cai, L; Hu, XJ; Fang, F",Mechanical properties of FeMnCoCr high entropy alloy alloyed with C/Si at low temperatures,JOURNAL OF ALLOYS AND COMPOUNDS,2021,10.1016/j.jallcom.2020.157876,HEA,1,293,K,,MPa,757.0,MPa,60.5,%,,J,Fe53Mn29Co9Cr9,,Fe53.0Mn29.0Co9.0Cr9.0,Fe53.0Mn29.0Co9.0Cr9.0,0.0,9.0,9.0,53.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[100.0, 20.0]",vacuum induction melting; annealing; water quenching; homogenization,,1473.0,6.0,vacuum induction melting atmosphere: Ar; annealing at 1473.0 K for 6.0 h; water quenching; homogenization,tensile,293,K,,,MTS CMT 5105,,,flat dog-bone,rectangular,"15, 2, 1.5",,,,0.6296296296296297,0.001,s-1,,,,
"Yang, F; Dong, LM; Cai, L; Hu, XJ; Fang, F",Mechanical properties of FeMnCoCr high entropy alloy alloyed with C/Si at low temperatures,JOURNAL OF ALLOYS AND COMPOUNDS,2021,10.1016/j.jallcom.2020.157876,HEA,2,223,K,,MPa,907.0,MPa,69.6,%,,J,Fe53Mn29Co9Cr9,,Fe53.0Mn29.0Co9.0Cr9.0,Fe53.0Mn29.0Co9.0Cr9.0,0.0,9.0,9.0,53.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,cylindrical,"[100.0, 20.0]",vacuum induction melting; annealing; water quenching; homogenization,,1473.0,6.0,vacuum induction melting method: vacuum induction melting atmosphere: Ar; annealing at 1473.0 K for 6.0 h; water quenching; homogenization,tensile,223,K,,,MTS CMT 5105,,,flat dog-bone,rectangular,"15, 2, 1.5",,,,0.6296296296296297,0.001,s-1,,,,
"Chung, DH; Kim, WC; Baek, SY; Kim, MH; Na, YS",Thermodynamics-based design strategy for optimizing strength and ductility of Cr-Ni-Mn-Fe medium-entropy alloys,JOURNAL OF ALLOYS AND COMPOUNDS,2022,10.1016/j.jallcom.2021.163331,MEA,1,298,K,242.0,MPa,508.0,MPa,70.0,%,,J,Cr12Ni12Mn12Fe64,at.%,Cr12.0Ni12.0Mn12.0Fe64.0,Cr12.0Ni12.0Mn12.0Fe64.0,0.0,0.0,12.0,64.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[60.0, 12.0, 6.0]",vacuum induction melting furnace; casting; homogenization; cold-rolling; annealing,1473.0,1273.0,1.0,vacuum induction melting furnace equipment: vacuum induction melting furnace environment: Ar atmosphere; casting mold: rectangular Cu molds; homogenization at 1473.0 K for 10.0 h cooling method: air cooling; cold-rolling reduction unit: % reduction value: [50.0]; annealing at 1273.0 K for 1.0 h,tensile,298,K,,,Instron 5585 H testing machine,,,rectangular,rectangular,"10, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Chung, DH; Kim, WC; Baek, SY; Kim, MH; Na, YS",Thermodynamics-based design strategy for optimizing strength and ductility of Cr-Ni-Mn-Fe medium-entropy alloys,JOURNAL OF ALLOYS AND COMPOUNDS,2022,10.1016/j.jallcom.2021.163331,MEA,2,77,K,527.0,MPa,1090.0,MPa,72.0,%,,J,Cr12Ni12Mn12Fe64,at.%,Cr12.0Ni12.0Mn12.0Fe64.0,Cr12.0Ni12.0Mn12.0Fe64.0,0.0,0.0,12.0,64.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[60.0, 12.0, 6.0]",vacuum induction melting furnace; casting; homogenization; cold-rolling; annealing,1473.0,1273.0,1.0,vacuum induction melting furnace equipment: vacuum induction melting furnace environment: Ar atmosphere; casting mold: rectangular Cu molds; homogenization at 1473.0 K for 10.0 h cooling method: air cooling; cold-rolling reduction unit: % reduction value: [50.0]; annealing at 1273.0 K for 1.0 h,tensile,77,K,,liquid nitrogen,Instron 5585 H testing machine,,,rectangular,rectangular,"10, 2, 1",,,,0.7407407407407407,0.001,s-1,,,,
"Chung, DH; Kim, WC; Baek, SY; Kim, MH; Na, YS",Thermodynamics-based design strategy for optimizing strength and ductility of Cr-Ni-Mn-Fe medium-entropy alloys,JOURNAL OF ALLOYS AND COMPOUNDS,2022,10.1016/j.jallcom.2021.163331,MEA,3,298,K,230.0,MPa,482.0,MPa,67.0,%,,J,Cr12Ni12Mn16Fe60,at.%,Cr12.0Ni12.0Mn16.0Fe60.0,Cr12.0Ni12.0Mn16.0Fe60.0,0.0,0.0,12.0,60.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[60.0, 12.0, 6.0]",vacuum induction melting furnace; casting; homogenization; cold-rolling; annealing,1473.0,1273.0,1.0,vacuum induction melting furnace equipment: vacuum induction melting furnace environment: Ar atmosphere; casting mold: rectangular Cu molds; homogenization at 1473.0 K for 10.0 h cooling method: air cooling; cold-rolling reduction unit: % reduction value: [50.0]; annealing at 1273.0 K for 1.0 h,tensile,298,K,,,Instron 5585 H testing machine,,,rectangular,rectangular,"10, 2, 1",,,,0.7037037037037037,0.001,s-1,,,,
"Chung, DH; Kim, WC; Baek, SY; Kim, MH; Na, YS",Thermodynamics-based design strategy for optimizing strength and ductility of Cr-Ni-Mn-Fe medium-entropy alloys,JOURNAL OF ALLOYS AND COMPOUNDS,2022,10.1016/j.jallcom.2021.163331,MEA,4,77,K,489.0,MPa,1050.0,MPa,86.0,%,,J,Cr12Ni12Mn16Fe60,at.%,Cr12.0Ni12.0Mn16.0Fe60.0,Cr12.0Ni12.0Mn16.0Fe60.0,0.0,0.0,12.0,60.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,rectangular,"[60.0, 12.0, 6.0]",vacuum induction melting furnace; casting; homogenization; cold-rolling; annealing,1473.0,1273.0,1.0,vacuum induction melting furnace equipment: vacuum induction melting furnace environment: Ar atmosphere; casting mold: rectangular Cu molds; homogenization at 1473.0 K for 10.0 h cooling method: air cooling; cold-rolling reduction unit: % reduction value: [50.0]; annealing at 1273.0 K for 1.0 h,tensile,77,K,,liquid nitrogen,Instron 5585 H testing machine,,,rectangular,rectangular,"10, 2, 1",,,,0.7407407407407407,0.001,s-1,,,,
