ID,References,Ag(wt%),Al(wt%),Be(wt%),Ce(wt%),Cr(wt%),Cu(wt%),Fe(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Re(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%),ST1,TIME1,ST2,TIME2,ST3,TIME3,Cold_Deformation_percent,First_Aging_Temp_C,First_Aging_Time_h,Second_Aging_Temp_C,Second_Aging_Time_h,Third_Aging_Temp_C,Third_Aging_Time_h,Processing_Description,UTS(MPa)
252,"罗先甫, 郑子樵, 葛婧萱, 等. Zn元素及时效工艺对2056铝合金微观组织和力学性能的影响. 中国有色金属学报, 2012, 22(9): 2477-2485. DOI: CNKI: SUN: ZYXZ. 0. 2012-09-010. ",0.0,94.635,0.0,0.0,0.0,3.88,0.01,0.0,1.16,0.31,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,499,40,0,0,0,0,0.0,155,80.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 499℃ for 40.0min. the second heat treatment is Aging at 155.0℃ for 80.0 hours.,481.0
253,"罗先甫, 郑子樵, 葛婧萱, 等. Zn元素及时效工艺对2056铝合金微观组织和力学性能的影响. 中国有色金属学报, 2012, 22(9): 2477-2485. DOI: CNKI: SUN: ZYXZ. 0. 2012-09-010. ",0.0,93.745,0.0,0.0,0.0,3.98,0.05,0.0,1.16,0.3,0.0,0.0,0.005,0.0,0.0,0.0,0.76,0.0,499,40,0,0,0,0,5.0,155,80.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 499℃ for 40.0min. the second heat treatment is Cold rolling at 20℃ with 5.0% reduction. the third heat treatment is Aging at 155.0℃ for 80.0 hours.,502.0
254,"陆正萍, 张桢, 蒋云泽. Cu含量对喷射成形7055铝合金微观组织和力学性能的影响. 有色金属材料与工程, 2018, 39(1): 1-5. DOI: CNKI: SUN: SHHA. 0. 2018-01-001. ",0.0,86.935,0.0,0.0,0.014,2.55,0.05,0.0,2.08,0.005,0.0,0.0,0.05,0.0,0.016,0.0,8.18,0.12,475,60,0,0,0,0,0.0,120,6.0,170,10.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,636.0
255,"陆正萍, 张桢, 蒋云泽. Cu含量对喷射成形7055铝合金微观组织和力学性能的影响. 有色金属材料与工程, 2018, 39(1): 1-5. DOI: CNKI: SUN: SHHA. 0. 2018-01-001. ",0.0,87.289,0.0,0.0,0.009,2.17,0.05,0.0,2.12,0.002,0.0,0.0,0.05,0.0,0.03,0.0,8.16,0.12,475,60,0,0,0,0,0.0,120,6.0,170,10.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,619.0
256,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",0.0,87.14,0.0,0.0,0.0,2.01,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,0.09,470,180,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 3h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,667.0
257,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",0.0,87.14,0.0,0.0,0.0,2.01,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,0.09,450,60,470,120,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 2h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,671.0
258,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",0.0,87.14,0.0,0.0,0.0,2.01,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,0.09,450,60,470,120,0,0,0.0,115,6.0,150,18.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 2h. the third heat treatment is Aging at 115.0℃ for 6.0 hours.,656.0
259,"刘秋平, 刘志勇, 赵俊, 等. Zn含量及回归热处理对7075铝合金性能的影响. 金属热处理, 2016(2): 11-14, 15. DOI: 10. 13251/j. issn. 0254-6051. 2016. 02. 003. ",0.0,90.24,0.0,0.0,0.19,1.5,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,5.5,0.0,465,120,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 465℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,650.0
260,"刘秋平, 刘志勇, 赵俊, 等. Zn含量及回归热处理对7075铝合金性能的影响. 金属热处理, 2016(2): 11-14, 15. DOI: 10. 13251/j. issn. 0254-6051. 2016. 02. 003. ",0.0,84.94,0.0,0.0,0.19,1.5,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,10.8,0.0,465,30,0,0,0,0,0.0,120,12.0,190,0.16,120,16.0,the first heat treatment is Solution treatment at 465℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 12.0 hours.,714.0
261,"刘路, 陈江华, 夏申琳, 等. V元素对2519铝合金组织与力学性能的影响. 材料热处理学报, 2014, 4: 78-83. DOI: CNKI: SUN: JSCL. 0. 2014-04-016. ",0.0,93.88,0.0,0.0,0.0,5.8,0.01,0.0,0.3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,530,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 530℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,396.8
262,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.039,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.134,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,614.8
263,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.912,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.261,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,607.1
264,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.82900000000001,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.344,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,604.3
265,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.079,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.094,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,596.2
266,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.14,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.033,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,590.9
267,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.05199999999999,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.121,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,589.3
268,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.776,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.397,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,541.8
269,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.676,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.497,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,530.7
270,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.039,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.134,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,615.0
271,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.912,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.261,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,607.0
272,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.82900000000001,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.344,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,604.0
273,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.079,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.094,0.0,0.026,0.0,5.615,0.09,473,180,0,0,0,0,0.0,121,6.0,174,15.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 3h. the second heat treatment is Aging at 121.0℃ for 6.0 hours.,6.0
274,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.14,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.033,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,591.0
275,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,90.05199999999999,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.121,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,589.0
276,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.776,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.397,0.0,0.026,0.0,5.615,0.09,476,60,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,542.0
277,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",0.0,89.682,0.0,0.0,0.001,2.068,0.106,0.0,1.912,0.004,0.005,0.0,0.491,0.0,0.026,0.0,5.615,0.09,473,180,0,0,0,0,0.0,121,6.0,174,15.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 3h. the second heat treatment is Aging at 121.0℃ for 6.0 hours.,531.0
278,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",0.0,88.86,0.0,0.0,0.23,1.56,0.5,0.0,2.47,0.1,0.0,0.15,0.34,0.0,0.02,0.0,5.77,0.0,475,60,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,541.4
279,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",0.0,88.86,0.0,0.0,0.23,1.56,0.5,0.0,2.47,0.1,0.0,0.15,0.34,0.0,0.02,0.0,5.77,0.0,475,60,0,0,0,0,0.0,120,4.0,160,24.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,513.39
280,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",0.0,88.86,0.0,0.0,0.23,1.56,0.5,0.0,2.47,0.1,0.0,0.15,0.34,0.0,0.02,0.0,5.77,0.0,480,60,0,0,0,0,0.0,120,4.0,160,24.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 1h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,515.79
281,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",0.0,88.86,0.0,0.0,0.23,1.56,0.5,0.0,2.47,0.1,0.0,0.15,0.34,0.0,0.02,0.0,5.77,0.0,480,2,0,0,0,0,0.0,120,4.0,160,24.0,0,0.0,the first heat treatment is Solution treatment at 480℃ for 2.5min. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,575.32
282,"李志辉, 熊柏青, 张永安, 等. 时效处理对Al-Zn-Mg-Cu合金力学及腐蚀性能的影响. 中国有色金属学会材料科学与合金加工学术年会. 2007. DOI: ConferenceArticle/5aa1747dc095d722208e8f04. ",0.0,88.617,0.0,0.0,0.16,1.58,0.15,0.0,2.88,0.31,0.0,0.0,0.048,0.0,0.025,0.0,6.23,0.0,475,1,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 1.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,595.0
283,"李志辉, 熊柏青, 张永安, 等. 时效处理对Al-Zn-Mg-Cu合金力学及腐蚀性能的影响. 中国有色金属学会材料科学与合金加工学术年会. 2007. DOI: ConferenceArticle/5aa1747dc095d722208e8f04. ",0.0,88.617,0.0,0.0,0.16,1.58,0.15,0.0,2.88,0.31,0.0,0.0,0.048,0.0,0.025,0.0,6.23,0.0,475,1,0,0,0,0,0.0,120,24.0,180,1.0,120,22.0,the first heat treatment is Solution treatment at 475℃ for 1.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,583.0
284,"李振亮, 谢建新, 陈伟, 等. 固溶处理对喷射沉积含镍高强Al-Zn-Mg-Cu合金组织和性能的影响. 中国有色金属学报, 2009, 19(12): 2099-2105. DOI: 10. 3321/j. issn: 1004-0609. 2009. 12. 005",0.0,86.36,0.0,0.0,0.0,2.1,0.0,0.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.2,0.14,475,90,0,0,0,0,0.0,130,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 90.0min. the second heat treatment is Aging at 130.0℃ for 24.0 hours.,690.0
285,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,87.22,0.0,0.0,0.0,2.3,0.0,0.0,2.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,8.1,0.12,475,40,0,0,0,0,0.0,120,24.0,180,0.5,120,24.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,687.0
286,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,87.22,0.0,0.0,0.0,2.3,0.0,0.0,2.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,8.1,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,676.0
287,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,87.22,0.0,0.0,0.0,2.3,0.0,0.0,2.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,8.1,0.12,475,40,0,0,0,0,0.0,120,8.0,150,16.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 8.0 hours.,679.0
288,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,91.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.2,0.2,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,534.0
289,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,89.09,0.0,0.0,0.0,2.4,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.11,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,500.0
290,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.11,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.37,0.0,0.38,0.0,0.0,0.0,0.0,4.78,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,484.0
291,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,91.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,450.0
292,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.69,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.38,0.0,0.0,0.0,0.0,4.78,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,440.0
293,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.98,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,430.0
294,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,400.0
295,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.64,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,369.0
296,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,94.13,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,363.0
297,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,360.0
298,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,93.28,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,348.0
299,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,93.7,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,40,0,0,0,0,0.0,120,8.0,150,16.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 8.0 hours.,340.0
300,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.87,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.65,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,311.0
301,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,92.9,0.0,0.0,1.13,0.0,0.0,0.0,5.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,307.0
302,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,94.25,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,304.0
303,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,94.38,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,295.0
304,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,282.0
305,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,270.0
306,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,97.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,270.0
307,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,98.45,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,250.0
308,"李文斌. 含Sc的超高强Al-Zn-Cu-Mg-Zr合金微观组织与性能研究. 中南大学, 2010. DOI: 10. 7666/d. y1918197. ",0.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,40,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 40.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,190.0
