ID,Al(wt%),Si(wt%),Mn(wt%),Zn(wt%),Fe(wt%),Cu(wt%),Mg(wt%),Ti(wt%),Cr(wt%),Ni(wt%),Zr(wt%),Re(wt%),Ag(wt%),Li(wt%),V(wt%),Be(wt%),Sn(wt%),Ce(wt%),"Processing（T6:1),(T7X:2),(RRA:3),(T8:4),(T5:5),(只固溶:6),(挤压:7),(未描述:8),(只有均匀化:9)",总热处理工艺,ST（℃）多级固溶机制以|隔开,固溶时间（min）多级固溶机制以|隔开,Cold_Deformation_percent,First_Aging_Temp_C,First_Aging_Time_h,Second_Aging_Temp_C,Second_Aging_Time_h,Third_Aging_Temp_C,Third_Aging_Time_h,UTS(MPa),References,Processing_Description,ST1,TIME1,ST2,TIME2,ST3,TIME3
235,92.29,0.1,0.67,0.1,0.17,4.19,1.52,0.1,0.0,0.61,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,6,498℃固溶1h＋自然时效,498,60,0.0,0,0.0,0,0.0,0,0.0,534.0,"祁艳华, 王英君, 潘哲, 等. 微量元素对2A12铝合金型材组织及耐热性能的影响. 轻合金加工技术, 2016, 44(7): 59-63. DOI: 10. 13979/j. 1007-7235. 2016. 07. 013. ",the first heat treatment is Solution treatment at 498℃ for 1h.,498,60,0,0,0,0
236,91.85,0.09,0.68,0.1,0.16,4.21,1.49,0.1,0.0,0.96,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,6,498℃固溶1h＋自然时效,498,60,0.0,0,0.0,0,0.0,0,0.0,512.0,"祁艳华, 王英君, 潘哲, 等. 微量元素对2A12铝合金型材组织及耐热性能的影响. 轻合金加工技术, 2016, 44(7): 59-63. DOI: 10. 13979/j. 1007-7235. 2016. 07. 013. ",the first heat treatment is Solution treatment at 498℃ for 1h.,498,60,0,0,0,0
237,92.86,0.1,0.67,0.2,0.16,4.22,1.54,0.1,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,6,498℃固溶1h＋自然时效,498,60,0.0,0,0.0,0,0.0,0,0.0,487.0,"祁艳华, 王英君, 潘哲, 等. 微量元素对2A12铝合金型材组织及耐热性能的影响. 轻合金加工技术, 2016, 44(7): 59-63. DOI: 10. 13979/j. 1007-7235. 2016. 07. 013. ",the first heat treatment is Solution treatment at 498℃ for 1h.,498,60,0,0,0,0
238,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效8h＋190℃二级时效10min,470|485,20|20,0.0,135,8.0,190,0.17,0,0.0,670.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 8.0 hours.,470,20,485,20,0,0
239,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效12h＋190℃二级时效10min,470|485,20|20,0.0,135,12.0,190,0.17,0,0.0,652.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 12.0 hours.,470,20,485,20,0,0
240,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效16h＋190℃二级时效10min,470|485,20|20,0.0,135,16.0,190,0.17,0,0.0,696.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,470,20,485,20,0,0
241,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效20h＋190℃二级时效10min,470|485,20|20,0.0,135,20.0,190,0.17,0,0.0,665.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 20.0 hours.,470,20,485,20,0,0
242,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效16h＋190℃二级时效6min,470|485,20|20,0.0,135,16.0,190,0.1,0,0.0,672.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,470,20,485,20,0,0
243,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效16h＋190℃二级时效8min,470|485,20|20,0.0,135,16.0,190,0.133,0,0.0,680.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,470,20,485,20,0,0
244,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效16h＋190℃二级时效10min,470|485,20|20,0.0,135,16.0,190,0.17,0,0.0,698.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,470,20,485,20,0,0
245,87.4,0.0,0.0,8.1,0.0,2.3,2.0,0.06,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,470℃固溶20min＋485℃固溶20min水淬＋135℃一级时效16h＋190℃二级时效12min,470|485,20|20,0.0,135,16.0,190,0.2,0,0.0,678.0,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010. ",the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,470,20,485,20,0,0
246,87.115,0.05,0.025,8.13,0.08,2.44,1.98,0.03,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,450℃固溶3h+475固溶3h+水淬+120℃时效24h,450|475,180|180,0.0,120,24.0,0,0.0,0,0.0,734.3,"庞国星, 岳庚新, 陈志勇, 等. 单级时效工艺对喷射成型7055铝合金组织与性能影响. 第十一次全国热处理大会论文集. 2015: 360-363. ",the first heat treatment is Solution treatment at 450℃ for 3h. the second heat treatment is Solution treatment at 475℃ for 3h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,450,180,475,180,0,0
247,87.115,0.05,0.025,8.13,0.08,2.44,1.98,0.03,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,450℃固溶3h+475固溶3h+水淬+140℃时效8h,450|475,180|180,0.0,140,8.0,0,0.0,0,0.0,684.4,"庞国星, 岳庚新, 陈志勇, 等. 单级时效工艺对喷射成型7055铝合金组织与性能影响. 第十一次全国热处理大会论文集. 2015: 360-363. ",the first heat treatment is Solution treatment at 450℃ for 3h. the second heat treatment is Solution treatment at 475℃ for 3h. the third heat treatment is Aging at 140.0℃ for 8.0 hours.,450,180,475,180,0,0
248,88.78,0.03,0.4,6.1,0.15,1.8,2.5,0.03,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,485℃固溶400min+水淬+130℃时效16h,485,400,0.0,130,16.0,0,0.0,0,0.0,646.0,"潘志军. 热处理对7B04高强铝合金强韧性的影响. 中南大学, 2002. DOI: 10. 7666/d. w007694. ",the first heat treatment is Solution treatment at 485℃ for 400.0min. the second heat treatment is Aging at 130.0℃ for 16.0 hours.,485,400,0,0,0,0
249,89.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,470℃固溶1h+水淬+120℃时效24h,470,60,0.0,120,24.0,0,0.0,0,0.0,580.0,"欧世声, 邓运来, 刘胜胆, 等. 锌镁元素含量对新型Al-Mg-Zn合金组织和力学性能的影响. 热加工工艺, 2017, 46(24): 135-139. DOI: 10. 14158/j. cnki. 1001-3814. 2017. 24. 033. ",the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,470,60,0,0,0,0
250,89.743,0.02,0.4,5.75,0.007,1.55,2.35,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,485℃固溶400min+水淬+140℃时效16h,485,400,0.0,140,16.0,0,0.0,0,0.0,646.7,"宁爱林, 曾苏民. 固溶处理对高纯高强铝合金组织和性能的影响. 金属热处理, 2004, 29(4): 13-17. DOI: 10. 3969/j. issn. 0254-6051. 2004. 04. 005. ",the first heat treatment is Solution treatment at 485℃ for 400.0min. the second heat treatment is Aging at 140.0℃ for 16.0 hours.,485,400,0,0,0,0
251,93.144,0.046,0.33,0.0,0.13,6.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1,530℃固溶0.5h+水淬+170℃时效1h,530,30,0.0,170,1.0,0,0.0,0,0.0,440.5,"马征. 冷变形及时效对2219铝合金组织性能的影响规律. 哈尔滨工业大学, 2014. DOI: 10. 7666/d. D591138. ",the first heat treatment is Solution treatment at 530℃ for 30.0min. the second heat treatment is Aging at 170.0℃ for 1.0 hours.,530,30,0,0,0,0
252,94.635,0.005,0.31,0.0,0.01,3.88,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,499℃固溶40min+水淬+175℃时效80h,499,40,0.0,155,80.0,0,0.0,0,0.0,481.0,"罗先甫, 郑子樵, 葛婧萱, 等. Zn元素及时效工艺对2056铝合金微观组织和力学性能的影响. 中国有色金属学报, 2012, 22(9): 2477-2485. DOI: CNKI: SUN: ZYXZ. 0. 2012-09-010. ",the first heat treatment is Solution treatment at 499℃ for 40.0min. the second heat treatment is Aging at 155.0℃ for 80.0 hours.,499,40,0,0,0,0
253,93.745,0.005,0.3,0.76,0.05,3.98,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,499℃固溶40min+水淬+5%预变形+155℃时效80h,499,40,5.0,155,80.0,0,0.0,0,0.0,502.0,"罗先甫, 郑子樵, 葛婧萱, 等. Zn元素及时效工艺对2056铝合金微观组织和力学性能的影响. 中国有色金属学报, 2012, 22(9): 2477-2485. DOI: CNKI: SUN: ZYXZ. 0. 2012-09-010. ",the first heat treatment is Solution treatment at 499℃ for 40.0min. the second heat treatment is Cold rolling at 20℃ with 5.0% reduction. the third heat treatment is Aging at 155.0℃ for 80.0 hours.,499,40,0,0,0,0
254,86.935,0.05,0.005,8.18,0.05,2.55,2.08,0.016,0.014,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,475℃固溶1h+水淬+120℃时效6h+170℃时效10h,475,60,0.0,120,6.0,170,10.0,0,0.0,636.0,"陆正萍, 张桢, 蒋云泽. Cu含量对喷射成形7055铝合金微观组织和力学性能的影响. 有色金属材料与工程, 2018, 39(1): 1-5. DOI: CNKI: SUN: SHHA. 0. 2018-01-001. ",the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,475,60,0,0,0,0
255,87.289,0.05,0.002,8.16,0.05,2.17,2.12,0.03,0.009,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,475℃固溶1h+水淬+120℃时效6h+170℃时效10h,475,60,0.0,120,6.0,170,10.0,0,0.0,619.0,"陆正萍, 张桢, 蒋云泽. Cu含量对喷射成形7055铝合金微观组织和力学性能的影响. 有色金属材料与工程, 2018, 39(1): 1-5. DOI: CNKI: SUN: SHHA. 0. 2018-01-001. ",the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,475,60,0,0,0,0
256,87.14,0.0,0.0,8.47,0.0,2.01,2.29,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,470℃固溶3h+水淬+120℃时效24h,470,180,0.0,120,24.0,0,0.0,0,0.0,667.0,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",the first heat treatment is Solution treatment at 470℃ for 3h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,470,180,0,0,0,0
257,87.14,0.0,0.0,8.47,0.0,2.01,2.29,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,450℃固溶1h+470℃固溶2h+水淬+120℃时效24h,450|470,60|120,0.0,120,24.0,0,0.0,0,0.0,671.0,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 2h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,450,60,470,120,0,0
258,87.14,0.0,0.0,8.47,0.0,2.01,2.29,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,450℃固溶1h+470℃固溶2h+水淬+115℃时效6h+150℃时效18h,450|470,60|120,0.0,115,6.0,150,18.0,0,0.0,656.0,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012. ",the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 470℃ for 2h. the third heat treatment is Aging at 115.0℃ for 6.0 hours.,450,60,470,120,0,0
259,90.24,0.0,0.0,5.5,0.0,1.5,2.4,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,465℃固溶2h+水淬+120℃时效24h,465,120,0.0,120,24.0,0,0.0,0,0.0,650.0,"刘秋平, 刘志勇, 赵俊, 等. Zn含量及回归热处理对7075铝合金性能的影响. 金属热处理, 2016(2): 11-14, 15. DOI: 10. 13251/j. issn. 0254-6051. 2016. 02. 003. ",the first heat treatment is Solution treatment at 465℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,465,120,0,0,0,0
260,84.94,0.0,0.0,10.8,0.0,1.5,2.4,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,465℃固溶0.5h+水淬+120℃一级时效12h+190℃二级时效10min+120℃三级时效16h,465,30,0.0,120,12.0,190,0.16,120,16.0,714.0,"刘秋平, 刘志勇, 赵俊, 等. Zn含量及回归热处理对7075铝合金性能的影响. 金属热处理, 2016(2): 11-14, 15. DOI: 10. 13251/j. issn. 0254-6051. 2016. 02. 003. ",the first heat treatment is Solution treatment at 465℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 12.0 hours.,465,30,0,0,0,0
261,93.88,0.01,0.0,0.0,0.01,5.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,530℃固溶1h+水淬+180℃时效24h,530,60,0.0,120,24.0,0,0.0,0,0.0,396.8,"刘路, 陈江华, 夏申琳, 等. V元素对2519铝合金组织与力学性能的影响. 材料热处理学报, 2014, 4: 78-83. DOI: CNKI: SUN: JSCL. 0. 2014-04-016. ",the first heat treatment is Solution treatment at 530℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,530,60,0,0,0,0
262,90.039,0.134,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,614.8,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
263,89.912,0.261,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,607.1,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
264,89.82900000000001,0.344,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,604.3,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
265,90.079,0.094,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,596.2,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
266,90.14,0.033,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,590.9,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
267,90.05199999999999,0.121,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,589.3,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
268,89.776,0.397,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,541.8,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
269,89.676,0.497,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,530.7,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
270,90.039,0.134,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,615.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
271,89.912,0.261,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,607.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
272,89.82900000000001,0.344,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,604.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
273,90.079,0.094,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,473℃固溶3h+水淬+121℃时效6h+174℃时效15h,473,180,0.0,121,6.0,174,15.0,0,0.0,6.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 473℃ for 3h. the second heat treatment is Aging at 121.0℃ for 6.0 hours.,473,180,0,0,0,0
274,90.14,0.033,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,591.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
275,90.05199999999999,0.121,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,589.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
276,89.776,0.397,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,476℃固溶1h+水淬+120℃时效24h+180℃时效0.5h+120℃时效24h,476,60,0.0,120,24.0,180,0.5,120,24.0,542.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 476℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,476,60,0,0,0,0
277,89.682,0.491,0.004,5.615,0.106,2.068,1.912,0.026,0.001,0.005,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,473℃固溶3h+水淬+121℃时效6h+174℃时效15h,473,180,0.0,121,6.0,174,15.0,0,0.0,531.0,"刘宏亮. 杂质元素Si对超高强铝合金组织和性能的影响. 上海交通大学, 2011. ",the first heat treatment is Solution treatment at 473℃ for 3h. the second heat treatment is Aging at 121.0℃ for 6.0 hours.,473,180,0,0,0,0
278,88.86,0.34,0.1,5.77,0.5,1.56,2.47,0.02,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1,475℃固溶1h+水淬+120℃时效24h,475,60,0.0,120,24.0,0,0.0,0,0.0,541.4,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,475,60,0,0,0,0
279,88.86,0.34,0.1,5.77,0.5,1.56,2.47,0.02,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2,475℃固溶1h+水淬+120℃一级时效4h+160℃二级时效24h,475,60,0.0,120,4.0,160,24.0,0,0.0,513.39,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",the first heat treatment is Solution treatment at 475℃ for 1h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,475,60,0,0,0,0
280,88.86,0.34,0.1,5.77,0.5,1.56,2.47,0.02,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2,480℃固溶1h+水淬+120℃一级时效4h+160℃二级时效24h,480,60,0.0,120,4.0,160,24.0,0,0.0,515.79,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",the first heat treatment is Solution treatment at 480℃ for 1h. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,480,60,0,0,0,0
281,88.86,0.34,0.1,5.77,0.5,1.56,2.47,0.02,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2,475℃固溶1h+480℃固溶2.5h+水淬+120℃一级时效4h+160℃二级时效24h,480,2.5,0.0,120,4.0,160,24.0,0,0.0,575.32,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013. ",the first heat treatment is Solution treatment at 480℃ for 2.5min. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,480,2,0,0,0,0
