structure,exfoliation_en,structure_description
"Full Formula (Bi4 Te2 I2)
Reduced Formula: Bi2TeI
abc   :   4.416303   4.416302  37.398247
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0         0         0.8639    [0.0, 0.0, 0.0]
  1  Bi    0.666667  0.333333  0.00038   [0.0, 0.0, 0.0]
  2  Bi    0         0         0.045999  [0.0, 0.0, 0.0]
  3  Bi    0.666667  0.333333  0.182479  [0.0, 0.0, 0.0]
  4  Te    0.666667  0.333333  0.818257  [0.0, 0.0, 0.0]
  5  Te    0         0         0.228122  [0.0, 0.0, 0.0]
  6  I     0.333333  0.666667  0.92031   [0.0, 0.0, 0.0]
  7  I     0.333333  0.666667  0.126069  [0.0, 0.0, 0.0]",43.94098750000008,"Bi2TeI is trigonal omega-derived structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one Bi sheet oriented in the (0, 0, 1) direction and two BiTeI sheets oriented in the (0, 0, 1) direction. In the Bi sheet, Bi(2) is bonded in a distorted T-shaped geometry to three equivalent Bi(2) atoms. All Bi(2)-Bi(2) bond lengths are 3.07 Å. In each BiTeI sheet, Bi(1) is bonded to three equivalent Te(1) and three equivalent I(1) atoms to form edge-sharing BiTe3I3 octahedra. All Bi(1)-Te(1) bond lengths are 3.07 Å. All Bi(1)-I(1) bond lengths are 3.31 Å. Te(1) is bonded in a distorted T-shaped geometry to three equivalent Bi(1) atoms. I(1) is bonded in a distorted T-shaped geometry to three equivalent Bi(1) atoms."
"Full Formula (Bi2 S2 I2)
Reduced Formula: BiSI
abc   :   4.261175  10.616340  28.887051
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Bi    0.75  0.367313  0.182316  [0.0, 0.0, 0.0]
  1  Bi    0.25  0.632687  0.125333  [0.0, 0.0, 0.0]
  2  S     0.75  0.466981  0.101272  [0.0, 0.0, 0.0]
  3  S     0.25  0.533019  0.206376  [0.0, 0.0, 0.0]
  4  I     0.25  0.167726  0.150824  [0.0, 0.0, 0.0]
  5  I     0.75  0.832274  0.156825  [0.0, 0.0, 0.0]",221.4786,"BiSI crystallizes in the monoclinic P2_1/m space group. The structure is one-dimensional and consists of two BiSI ribbons oriented in the (0, 1, 0) direction. Bi(1) is bonded in a distorted single-bond geometry to one S(1) and two equivalent I(1) atoms. The Bi(1)-S(1) bond length is 2.57 Å. Both Bi(1)-I(1) bond lengths are 3.14 Å. S(1) is bonded in a single-bond geometry to one Bi(1) atom. I(1) is bonded in an L-shaped geometry to two equivalent Bi(1) atoms."
"Full Formula (S2 N2)
Reduced Formula: SN
abc   :   3.509047   4.493791  25.964813
angles:  90.000000 106.187572  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  S     0.181902  0.28503   0.042508  [0.0, 0.0, 0.0]
  1  S     0.322267  0.78503   0.111026  [0.0, 0.0, 0.0]
  2  N     0.201527  0.934163  0.052066  [0.0, 0.0, 0.0]
  3  N     0.302642  0.434163  0.101469  [0.0, 0.0, 0.0]",96.40375000000034,NS crystallizes in the monoclinic P2_1 space group. The structure is zero-dimensional and consists of two NS clusters. N(1) is bonded in a single-bond geometry to one S(1) atom. The N(1)-S(1) bond length is 1.62 Å. S(1) is bonded in a single-bond geometry to one N(1) atom.
"Full Formula (S2 N2)
Reduced Formula: SN
abc   :   4.321377   3.977762  28.977561
angles:  90.000000 105.359776  59.617424
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  S     0.7606    0.555486  0.119225  [0.0, 0.0, 0.0]
  1  S     0.239396  0.444522  0.190585  [0.0, 0.0, 0.0]
  2  N     0.168419  0.535471  0.132257  [0.0, 0.0, 0.0]
  3  N     0.831584  0.46452   0.177553  [0.0, 0.0, 0.0]",94.55812500000027,NS is Indium-like structured and crystallizes in the triclinic P-1 space group. The structure is zero-dimensional and consists of one NS cluster. N(1) is bonded in a distorted L-shaped geometry to two equivalent S(1) atoms. There is one shorter (1.64 Å) and one longer (1.66 Å) N(1)-S(1) bond length. S(1) is bonded in a distorted L-shaped geometry to two equivalent N(1) atoms.
"Full Formula (Si2 H8)
Reduced Formula: SiH4
abc   :   7.898422   4.621330  25.465351
angles:  90.000000  94.182162  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Si    0.822569  0.100802  0.072566  [0.0, 0.0, 0.0]
  1  Si    0.322569  0.399198  0.072566  [0.0, 0.0, 0.0]
  2  H     0.716823  0.009708  0.024363  [0.0, 0.0, 0.0]
  3  H     0.216823  0.490292  0.024363  [0.0, 0.0, 0.0]
  4  H     0.993601  0.962599  0.072919  [0.0, 0.0, 0.0]
  5  H     0.493601  0.537401  0.072919  [0.0, 0.0, 0.0]
  6  H     0.843526  0.421935  0.072409  [0.0, 0.0, 0.0]
  7  H     0.343526  0.078065  0.072409  [0.0, 0.0, 0.0]
  8  H     0.237846  0.488666  0.120565  [0.0, 0.0, 0.0]
  9  H     0.737846  0.011334  0.120565  [0.0, 0.0, 0.0]",39.65485000000024,"SiH4 is Silicon tetrafluoride-like structured and crystallizes in the monoclinic Pc space group. The structure is zero-dimensional and consists of two SiH4 clusters. Si(1) is bonded in a tetrahedral geometry to one H(2); one H(3); and two equivalent H(1,4) atoms. The Si(1)-H(2) bond length is 1.49 Å. The Si(1)-H(3) bond length is 1.49 Å. Both Si(1)-H(1,4) bond lengths are 1.49 Å. There are three inequivalent H sites. In the first H site, H(1,4) is bonded in a single-bond geometry to one Si(1) atom. In the second H site, H(2) is bonded in a single-bond geometry to one Si(1) atom. In the third H site, H(3) is bonded in a single-bond geometry to one Si(1) atom."
"Full Formula (Pd2 Se4)
Reduced Formula: PdSe2
abc   :   5.686705   5.893915  30.585061
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Pd    0.5       0.5       0.163738  [0.0, 0.0, 0.0]
  1  Pd    0         0         0.163738  [0.0, 0.0, 0.0]
  2  Se    0.607406  0.118824  0.189149  [0.0, 0.0, 0.0]
  3  Se    0.107406  0.381176  0.138328  [0.0, 0.0, 0.0]
  4  Se    0.892594  0.618824  0.189149  [0.0, 0.0, 0.0]
  5  Se    0.392594  0.881176  0.138328  [0.0, 0.0, 0.0]",166.23558333333355,"PdSe2 crystallizes in the monoclinic P2_1/c space group. The structure is two-dimensional and consists of one PdSe2 sheet oriented in the (0, 0, 1) direction. Pd(1) is bonded in a square co-planar geometry to four equivalent Se(1) atoms. There are two shorter (2.45 Å) and two longer (2.47 Å) Pd(1)-Se(1) bond lengths. Se(1) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Pd(1) and one Se(1) atom. The Se(1)-Se(1) bond length is 2.42 Å."
"Full Formula (H2 S14 N2)
Reduced Formula: HS7N
abc   :   7.352854   7.942215  28.853054
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (18)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  H     0.211462  0.410624  0.120031  [0.0, 0.0, 0.0]
  1  H     0.288539  0.910624  0.120031  [0.0, 0.0, 0.0]
  2  S     0.007204  0.713689  0.041752  [0.0, 0.0, 0.0]
  3  S     0.492796  0.213689  0.041752  [0.0, 0.0, 0.0]
  4  S     0.844749  0.51223   0.061871  [0.0, 0.0, 0.0]
  5  S     0.655251  0.01223   0.061871  [0.0, 0.0, 0.0]
  6  S     0.267235  0.684408  0.068576  [0.0, 0.0, 0.0]
  7  S     0.232765  0.184408  0.068576  [0.0, 0.0, 0.0]
  8  S     0.701518  0.586006  0.120031  [0.0, 0.0, 0.0]
  9  S     0.798482  0.086006  0.120031  [0.0, 0.0, 0.0]
 10  S     0.267235  0.684408  0.171486  [0.0, 0.0, 0.0]
 11  S     0.232765  0.184408  0.171486  [0.0, 0.0, 0.0]
 12  S     0.655251  0.01223   0.178191  [0.0, 0.0, 0.0]
 13  S     0.844749  0.51223   0.178191  [0.0, 0.0, 0.0]
 14  S     0.492796  0.213689  0.19831   [0.0, 0.0, 0.0]
 15  S     0.007204  0.713689  0.19831   [0.0, 0.0, 0.0]
 16  N     0.282827  0.781091  0.120031  [0.0, 0.0, 0.0]
 17  N     0.217173  0.281091  0.120031  [0.0, 0.0, 0.0]",61.32083333333327,"NHS7 is Indium-like structured and crystallizes in the orthorhombic Pmc2_1 space group. The structure is zero-dimensional and consists of two NHS7 clusters. N(1) is bonded in a trigonal planar geometry to one H(1) and two equivalent S(3) atoms. The N(1)-H(1) bond length is 1.03 Å. Both N(1)-S(3) bond lengths are 1.68 Å. H(1) is bonded in a single-bond geometry to one N(1) atom. There are four inequivalent S sites. In the first S site, S(1) is bonded in a water-like geometry to one S(2) and one S(3) atom. The S(1)-S(2) bond length is 2.08 Å. The S(1)-S(3) bond length is 2.08 Å. In the second S site, S(2) is bonded in a distorted water-like geometry to one S(1) and one S(4) atom. The S(2)-S(4) bond length is 2.07 Å. In the third S site, S(3) is bonded in a single-bond geometry to one N(1) and one S(1) atom. In the fourth S site, S(4) is bonded in a water-like geometry to two equivalent S(2) atoms."
"Full Formula (P8 Se10)
Reduced Formula: P4Se5
abc   :   6.567275  13.046883  31.813496
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (18)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  P      0.593297  0.933031  0.170509  [0.0, 0.0, 0.0]
  1  P     -0.093297  0.433031  0.170509  [0.0, 0.0, 0.0]
  2  P      0.907881  0.880354  0.193395  [0.0, 0.0, 0.0]
  3  P      0.592119  0.380354  0.193395  [0.0, 0.0, 0.0]
  4  P      0.487804  0.913044  0.238108  [0.0, 0.0, 0.0]
  5  P      0.012196  0.413044  0.238108  [0.0, 0.0, 0.0]
  6  P      0.534342  0.672367  0.187226  [0.0, 0.0, 0.0]
  7  P     -0.034342  0.172367  0.187226  [0.0, 0.0, 0.0]
  8  Se     0.45889   0.797853  0.137308  [0.0, 0.0, 0.0]
  9  Se     0.04111   0.297853  0.137308  [0.0, 0.0, 0.0]
 10  Se     0.874945  0.703638  0.195575  [0.0, 0.0, 0.0]
 11  Se     0.625055  0.203638  0.195575  [0.0, 0.0, 0.0]
 12  Se     0.37906   0.745955  0.244739  [0.0, 0.0, 0.0]
 13  Se     0.12094   0.245955  0.244739  [0.0, 0.0, 0.0]
 14  Se     0.817997  0.941961  0.259381  [0.0, 0.0, 0.0]
 15  Se     0.682003  0.441961  0.259381  [0.0, 0.0, 0.0]
 16  Se     0.274551  0.010428  0.268983  [0.0, 0.0, 0.0]
 17  Se     0.225449  0.510428  0.268983  [0.0, 0.0, 0.0]",114.36422222222208,"P4Se5 is Indium-like structured and crystallizes in the monoclinic Pc space group. The structure is zero-dimensional and consists of two P4Se5 clusters. There are four inequivalent P sites. In the first P site, P(1) is bonded in a distorted trigonal non-coplanar geometry to one P(2), one P(3), and one Se(1) atom. The P(1)-P(2) bond length is 2.30 Å. The P(1)-P(3) bond length is 2.27 Å. The P(1)-Se(1) bond length is 2.24 Å. In the second P site, P(2) is bonded in a distorted water-like geometry to one P(1), one Se(2), and one Se(4) atom. The P(2)-Se(2) bond length is 2.32 Å. The P(2)-Se(4) bond length is 2.32 Å. In the third P site, P(3) is bonded in a distorted tetrahedral geometry to one P(1), one Se(3), one Se(4), and one Se(5) atom. The P(3)-Se(3) bond length is 2.30 Å. The P(3)-Se(4) bond length is 2.30 Å. The P(3)-Se(5) bond length is 2.13 Å. In the fourth P site, P(4) is bonded in a distorted trigonal non-coplanar geometry to one Se(1), one Se(2), and one Se(3) atom. The P(4)-Se(1) bond length is 2.33 Å. The P(4)-Se(2) bond length is 2.29 Å. The P(4)-Se(3) bond length is 2.30 Å. There are five inequivalent Se sites. In the first Se site, Se(1) is bonded in a water-like geometry to one P(1) and one P(4) atom. In the second Se site, Se(2) is bonded in a water-like geometry to one P(2) and one P(4) atom. In the third Se site, Se(3) is bonded in a water-like geometry to one P(3) and one P(4) atom. In the fourth Se site, Se(4) is bonded in an L-shaped geometry to one P(2) and one P(3) atom. In the fifth Se site, Se(5) is bonded in a single-bond geometry to one P(3) atom."
"Full Formula (Ca2 Sn2)
Reduced Formula: CaSn
abc   :   4.683404   4.321438  25.600898
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Ca    0.954712  0.75  0.442599  [0.0, 0.0, 0.0]
  1  Ca    0.954712  0.25  0.556804  [0.0, 0.0, 0.0]
  2  Sn    0.454712  0.75  0.540546  [0.0, 0.0, 0.0]
  3  Sn    0.454712  0.25  0.458857  [0.0, 0.0, 0.0]",337.876975,"CaSn crystallizes in the orthorhombic Pmma space group. The structure is two-dimensional and consists of one CaSn sheet oriented in the (0, 0, 1) direction. Ca(1) is bonded in a 6-coordinate geometry to six equivalent Sn(1) atoms. There are four shorter (3.21 Å) and two longer (3.43 Å) Ca(1)-Sn(1) bond lengths. Sn(1) is bonded in a 8-coordinate geometry to six equivalent Ca(1) and two equivalent Sn(1) atoms. Both Sn(1)-Sn(1) bond lengths are 3.01 Å."
"Full Formula (Ga2 S2)
Reduced Formula: GaS
abc   :   3.613644   3.613645  27.425272
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ga    0.666667  0.333333  0.114093  [0.0, 0.0, 0.0]
  1  Ga    0.666667  0.333333  0.203593  [0.0, 0.0, 0.0]
  2  S     0.333333  0.666667  0.074432  [0.0, 0.0, 0.0]
  3  S     0.333333  0.666667  0.243254  [0.0, 0.0, 0.0]",56.22477500000001,"GaS crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of two GaS sheets oriented in the (0, 0, 1) direction. Ga(1) is bonded in a 3-coordinate geometry to three equivalent S(1) atoms. All Ga(1)-S(1) bond lengths are 2.35 Å. S(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ga(1) atoms."
"Full Formula (Ti1 O2)
Reduced Formula: TiO2
abc   :   2.992453   2.992453  24.591935
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ti    0.841939  0.812495  0.296681  [0.0, 0.0, 0.0]
  1  O     0.508606  0.145827  0.335954  [0.0, 0.0, 0.0]
  2  O     0.175272  0.479161  0.257409  [0.0, 0.0, 0.0]",59.97433333333469,"TiO2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one TiO2 sheet oriented in the (0, 0, 1) direction. Ti(1) is bonded to six equivalent O(1) atoms to form edge-sharing TiO6 octahedra. All Ti(1)-O(1) bond lengths are 1.98 Å. O(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ti(1) atoms."
"Full Formula (Mn1 O2)
Reduced Formula: MnO2
abc   :   2.875164   2.875165  25.011282
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mn    0.349947  0.988229  0.10018   [0.0, 0.0, 0.0]
  1  O     0.68328   0.654896  0.138374  [0.0, 0.0, 0.0]
  2  O     0.016614  0.321563  0.061987  [0.0, 0.0, 0.0]",54.228666666666925,"MnO2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one MnO2 sheet oriented in the (0, 0, 1) direction. Mn(1) is bonded to six equivalent O(1) atoms to form edge-sharing MnO6 octahedra. All Mn(1)-O(1) bond lengths are 1.92 Å. O(1) is bonded in a distorted T-shaped geometry to three equivalent Mn(1) atoms."
"Full Formula (Ni1 Te2)
Reduced Formula: NiTe2
abc   :   3.738512   3.738512  25.242501
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ni    0.06031   0.776201  0.103843  [0.0, 0.0, 0.0]
  1  Te    0.393643  0.442868  0.15995   [0.0, 0.0, 0.0]
  2  Te    0.726977  0.109534  0.047735  [0.0, 0.0, 0.0]",172.01489999999998,"NiTe2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one NiTe2 sheet oriented in the (0, 0, 1) direction. Ni(1) is bonded to six equivalent Te(1) atoms to form edge-sharing NiTe6 octahedra. All Ni(1)-Te(1) bond lengths are 2.58 Å. Te(1) is bonded in a distorted T-shaped geometry to three equivalent Ni(1) atoms."
"Full Formula (Hg2 P2 S6)
Reduced Formula: HgPS3
abc   :   6.224894   6.614755  27.782195
angles:  94.930167 106.749190 118.042460
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Hg    0.141063  0.782601  0.139744  [0.0, 0.0, 0.0]
  1  Hg    0.858937  0.217399  0.14037   [0.0, 0.0, 0.0]
  2  P     0.443051  0.44651   0.095398  [0.0, 0.0, 0.0]
  3  P     0.556949  0.55349   0.184717  [0.0, 0.0, 0.0]
  4  S     0.729708  0.723181  0.078491  [0.0, 0.0, 0.0]
  5  S     0.094298  0.401406  0.058122  [0.0, 0.0, 0.0]
  6  S     0.43443   0.130013  0.078672  [0.0, 0.0, 0.0]
  7  S     0.56557   0.869987  0.201442  [0.0, 0.0, 0.0]
  8  S     0.905702  0.598594  0.221992  [0.0, 0.0, 0.0]
  9  S     0.270292  0.276819  0.201623  [0.0, 0.0, 0.0]",70.59610000000016,"HgPS3 crystallizes in the triclinic P-1 space group. The structure is one-dimensional and consists of one HgPS3 ribbon oriented in the (1, 0, 0) direction. Hg(1) is bonded in a distorted linear geometry to one S(1) and one S(3) atom. The Hg(1)-S(1) bond length is 2.46 Å. The Hg(1)-S(3) bond length is 2.46 Å. P(1) is bonded in a distorted tetrahedral geometry to one P(1), one S(1), one S(2), and one S(3) atom. The P(1)-P(1) bond length is 2.32 Å. The P(1)-S(1) bond length is 2.08 Å. The P(1)-S(2) bond length is 1.98 Å. The P(1)-S(3) bond length is 2.08 Å. There are three inequivalent S sites. In the first S site, S(1) is bonded in a water-like geometry to one Hg(1) and one P(1) atom. In the second S site, S(2) is bonded in a single-bond geometry to one P(1) atom. In the third S site, S(3) is bonded in a water-like geometry to one Hg(1) and one P(1) atom."
"Full Formula (Cr2 I4)
Reduced Formula: CrI2
abc   :   7.476771   3.945807  27.512357
angles:  90.000000  96.886076  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Cr    0.331138  0.025645  0.197452  [0.0, 0.0, 0.0]
  1  Cr    0.831138  0.525645  0.197452  [0.0, 0.0, 0.0]
  2  I     0.493296  0.525645  0.257519  [0.0, 0.0, 0.0]
  3  I     0.993296  0.025645  0.257519  [0.0, 0.0, 0.0]
  4  I     0.668979  0.025645  0.137386  [0.0, 0.0, 0.0]
  5  I     0.168979  0.525645  0.137386  [0.0, 0.0, 0.0]",82.83173333333372,"I2Cr is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one I2Cr sheet oriented in the (0, 0, 1) direction. Cr(1) is bonded to six equivalent I(1) atoms to form edge-sharing CrI6 octahedra. There are four shorter (2.76 Å) and two longer (3.18 Å) Cr(1)-I(1) bond lengths. I(1) is bonded in a distorted T-shaped geometry to three equivalent Cr(1) atoms."
"Full Formula (P2 Br6)
Reduced Formula: PBr3
abc   :   6.309170   7.741848  30.970765
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  P     0.024111  0.0325    0.088557  [0.0, 0.0, 0.0]
  1  P     0.475889  0.5325    0.088557  [0.0, 0.0, 0.0]
  2  Br    0.134608  0.193606  0.031841  [0.0, 0.0, 0.0]
  3  Br    0.365392  0.693606  0.031841  [0.0, 0.0, 0.0]
  4  Br    0.67409   0.091767  0.088557  [0.0, 0.0, 0.0]
  5  Br    0.82591   0.591767  0.088557  [0.0, 0.0, 0.0]
  6  Br    0.365392  0.693606  0.145274  [0.0, 0.0, 0.0]
  7  Br    0.134608  0.193606  0.145274  [0.0, 0.0, 0.0]",109.67060000000006,"PBr3 is Ammonia-like structured and crystallizes in the orthorhombic Pmc2_1 space group. The structure is zero-dimensional and consists of two PBr3 clusters. P(1) is bonded in a trigonal non-coplanar geometry to one Br(2) and two equivalent Br(1) atoms. The P(1)-Br(2) bond length is 2.26 Å. Both P(1)-Br(1) bond lengths are 2.26 Å. There are two inequivalent Br sites. In the first Br site, Br(1) is bonded in a single-bond geometry to one P(1) atom. In the second Br site, Br(2) is bonded in a single-bond geometry to one P(1) atom."
"Full Formula (Nb2 Se4 Cl4)
Reduced Formula: Nb(SeCl)2
abc   :   6.368376   6.578647  27.405008
angles:  83.658908  84.317596  61.049554
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.344374  0.193143  0.167928  [0.0, 0.0, 0.0]
  1  Nb    0.084883  0.712156  0.167928  [0.0, 0.0, 0.0]
  2  Se    0.914812  0.464608  0.132833  [0.0, 0.0, 0.0]
  3  Se    0.514445  0.440691  0.203023  [0.0, 0.0, 0.0]
  4  Se    0.197381  0.425125  0.248873  [0.0, 0.0, 0.0]
  5  Se    0.231876  0.480174  0.086983  [0.0, 0.0, 0.0]
  6  Cl    0.101098  0.014185  0.220762  [0.0, 0.0, 0.0]
  7  Cl    0.680608  0.855135  0.220756  [0.0, 0.0, 0.0]
  8  Cl    0.328159  0.891114  0.115093  [0.0, 0.0, 0.0]
  9  Cl    0.748649  0.050164  0.115099  [0.0, 0.0, 0.0]",69.42130000000013,"NbSe2Cl2 crystallizes in the triclinic P-1 space group. The structure is two-dimensional and consists of one NbSe2Cl2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a 8-coordinate geometry to two equivalent Se(1); two equivalent Se(2); and four equivalent Cl(1,2) atoms. Both Nb(1)-Se(1) bond lengths are 2.65 Å. Both Nb(1)-Se(2) bond lengths are 2.66 Å. There are two shorter (2.61 Å) and two longer (2.63 Å) Nb(1)-Cl(1,2) bond lengths. There are two inequivalent Se sites. In the first Se site, Se(1) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. In the second Se site, Se(2) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. Cl(1,2) is bonded in a water-like geometry to two equivalent Nb(1) atoms."
"Full Formula (Nb4 S8 Cl8)
Reduced Formula: Nb(SCl)2
abc   :   6.296890  11.181784  28.413780
angles:  90.000000 110.338651  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.5       0.629787  0.130461  [0.0, 0.0, 0.0]
  1  Nb    0.5       0.370213  0.130461  [0.0, 0.0, 0.0]
  2  Nb    0         0.129787  0.130461  [0.0, 0.0, 0.0]
  3  Nb    0         0.870213  0.130461  [0.0, 0.0, 0.0]
  4  S     0.851837  0         0.053469  [0.0, 0.0, 0.0]
  5  S     0.351837  0.5       0.053469  [0.0, 0.0, 0.0]
  6  S     0.655658  0         0.096785  [0.0, 0.0, 0.0]
  7  S     0.155658  0.5       0.096785  [0.0, 0.0, 0.0]
  8  S     0.844342  0.5       0.164137  [0.0, 0.0, 0.0]
  9  S     0.344342  0         0.164137  [0.0, 0.0, 0.0]
 10  S     0.648163  0.5       0.207453  [0.0, 0.0, 0.0]
 11  S     0.148163  0         0.207453  [0.0, 0.0, 0.0]
 12  Cl    0.725621  0.293404  0.075937  [0.0, 0.0, 0.0]
 13  Cl    0.725621  0.706596  0.075937  [0.0, 0.0, 0.0]
 14  Cl    0.225621  0.206596  0.075937  [0.0, 0.0, 0.0]
 15  Cl    0.225621  0.793404  0.075937  [0.0, 0.0, 0.0]
 16  Cl    0.774379  0.793404  0.184985  [0.0, 0.0, 0.0]
 17  Cl    0.774379  0.206596  0.184985  [0.0, 0.0, 0.0]
 18  Cl    0.274379  0.293404  0.184985  [0.0, 0.0, 0.0]
 19  Cl    0.274379  0.706596  0.184985  [0.0, 0.0, 0.0]",68.52220000000031,"NbS2Cl2 crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one NbS2Cl2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a 8-coordinate geometry to two equivalent S(1), two equivalent S(2), and four equivalent Cl(1) atoms. Both Nb(1)-S(1) bond lengths are 2.52 Å. Both Nb(1)-S(2) bond lengths are 2.51 Å. There are two shorter (2.59 Å) and two longer (2.62 Å) Nb(1)-Cl(1) bond lengths. There are two inequivalent S sites. In the first S site, S(1) is bonded in a 3-coordinate geometry to two equivalent Nb(1) and one S(2) atom. The S(1)-S(2) bond length is 2.02 Å. In the second S site, S(2) is bonded in a 3-coordinate geometry to two equivalent Nb(1) and one S(1) atom. Cl(1) is bonded in a water-like geometry to two equivalent Nb(1) atoms."
"Full Formula (Sb2 Br6)
Reduced Formula: SbBr3
abc   :   4.206997   9.983206  25.099441
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Sb    0.218984   0.499994  0.268416  [0.0, 0.0, 0.0]
  1  Sb    0.718984   6e-06     0.293327  [0.0, 0.0, 0.0]
  2  Br    0.550074   0.316704  0.220243  [0.0, 0.0, 0.0]
  3  Br    0.04355   -0         0.206586  [0.0, 0.0, 0.0]
  4  Br    0.550035   0.683279  0.220238  [0.0, 0.0, 0.0]
  5  Br    0.050035   0.816721  0.341506  [0.0, 0.0, 0.0]
  6  Br    0.54355    0.5       0.355157  [0.0, 0.0, 0.0]
  7  Br    0.050074   0.183296  0.341501  [0.0, 0.0, 0.0]",88.64803749999994,"SbBr3 is Ammonia-like structured and crystallizes in the orthorhombic Pmn2_1 space group. The structure is zero-dimensional and consists of two SbBr3 clusters. Sb(1) is bonded in a distorted T-shaped geometry to one Br(2) and two equivalent Br(1) atoms. The Sb(1)-Br(2) bond length is 2.57 Å. Both Sb(1)-Br(1) bond lengths are 2.60 Å. There are two inequivalent Br sites. In the first Br site, Br(1) is bonded in a single-bond geometry to one Sb(1) atom. In the second Br site, Br(2) is bonded in a single-bond geometry to one Sb(1) atom."
"Full Formula (Zr2 Cl2)
Reduced Formula: ZrCl
abc   :   3.436101   3.436101  29.568891
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Zr    0         0         0.626359  [0.0, 0.0, 0.0]
  1  Zr    0.666667  0.333333  0.706974  [0.0, 0.0, 0.0]
  2  Cl    0.333333  0.666667  0.567262  [0.0, 0.0, 0.0]
  3  Cl    0.333333  0.666667  0.766072  [0.0, 0.0, 0.0]",52.18724999999935,"ZrCl crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of two ZrCl sheets oriented in the (0, 0, 1) direction. Zr(1) is bonded in a 3-coordinate geometry to three equivalent Cl(1) atoms. All Zr(1)-Cl(1) bond lengths are 2.64 Å. Cl(1) is bonded in a 3-coordinate geometry to three equivalent Zr(1) atoms."
