ID,composition,Al(at%),C(at%),Co(at%),Cr(at%),Fe(at%),Mn(at%),Mo(at%),N(at%),Nb(at%),Ni(at%),Si(at%),Ti(at%),V(at%),W(at%),yield strength
90,Fe0.689C0.00193Mn0.000105Si0.000206Cr0.000111Ni0.185Mo0.0362V0.000114Nb0.0000623Co0.0785Al0.00343Ti0.00507,0.34299999999999997,0.193,7.85,0.0111,68.89999999999999,0.0105,3.62,0.0,0.006229999999999999,18.5,0.0206,0.507,0.0114,0.0,1012.8
91,Fe0.690C0.00697Mn0.000102Si0.000199Cr0.150Ni0.00885Mo0.0116V0.000110Nb0.000481Co0.130Al0.000621,0.0621,0.697,13.0,15.0,69.0,0.0102,1.16,0.0,0.0481,0.885,0.0199,0.0,0.011000000000000001,0.0,1278.2
92,Fe0.690C0.00785Mn0.000101Si0.0154Cr0.134Ni0.00898Mo0.0115V0.000109Nb0.000477Co0.132Al0.000617,0.061700000000000005,0.7849999999999999,13.200000000000001,13.4,69.0,0.0101,1.15,0.0,0.0477,0.898,1.54,0.0,0.0109,0.0,1368.5
93,Fe0.690C0.00970Mn0.000101Si0.0111Cr0.134Ni0.00936Mo0.0114V0.00370Nb0.000478Co0.129Al0.000617,0.061700000000000005,0.97,12.9,13.4,69.0,0.0101,1.1400000000000001,0.0,0.0478,0.936,1.11,0.0,0.37,0.0,1280.7
94,Fe0.692C0.00837Mn0.00112Si0.00179Cr0.000107Ni0.169Mo0.000116V0.0474Nb0.0000601Co0.0764Al0.00228Ti0.000933,0.22799999999999998,0.8370000000000001,7.64,0.0107,69.19999999999999,0.11199999999999999,0.0116,0.0,0.00601,16.900000000000002,0.179,0.09330000000000001,4.74,0.0,1605.4
95,Fe0.692C0.00968Mn0.000101Si0.0144Cr0.133Ni0.00887Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,0.0616,0.968,13.0,13.3,69.19999999999999,0.0101,1.1400000000000001,0.0,0.0477,0.8869999999999999,1.44,0.0,0.0109,0.0,1369.5
96,Fe0.693C0.000454Mn0.0000993Si0.0334Cr0.165Ni0.0381Mo0.000114V0.000107Nb0.0000587Co0.0685Al0.000405Ti0.000456,0.040499999999999994,0.045399999999999996,6.8500000000000005,16.5,69.3,0.00993,0.0114,0.0,0.005869999999999999,3.81,3.34,0.0456,0.0107,0.0,1205.8
97,Fe0.693C0.00877Mn0.000101Si0.0144Cr0.133Ni0.00897Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,0.0616,0.877,13.0,13.3,69.3,0.0101,1.1400000000000001,0.0,0.0477,0.897,1.44,0.0,0.0109,0.0,1275.3
98,Fe0.694C0.0103Mn0.000102Si0.000200Cr0.0917Ni0.0440Mo0.00877V0.00308Nb0.0000604Co0.146W0.00153Al0.000624Ti0.000352,0.0624,1.03,14.6,9.17,69.39999999999999,0.0102,0.877,0.0,0.006039999999999999,4.3999999999999995,0.02,0.0352,0.308,0.153,1575.5
99,Fe0.695C0.00971Mn0.000101Si0.00988Cr0.134Ni0.00889Mo0.0115V0.000109Nb0.000478Co0.130Al0.000617,0.061700000000000005,0.971,13.0,13.4,69.5,0.0101,1.15,0.0,0.0478,0.889,0.988,0.0,0.0109,0.0,1369.5
100,Fe0.695C0.0106Mn0.000101Si0.0103Cr0.133Ni0.00898Mo0.0114V0.000109Nb0.000478Co0.130Al0.000617,0.061700000000000005,1.06,13.0,13.3,69.5,0.0101,1.1400000000000001,0.0,0.0478,0.898,1.03,0.0,0.0109,0.0,1359.7
101,Fe0.696C0.00143Mn0.000105Si0.000204Cr0.000110Ni0.180Mo0.0293V0.000113Nb0.0000618Co0.0682Al0.00319Ti0.0212,0.319,0.14300000000000002,6.819999999999999,0.011000000000000001,69.6,0.0105,2.93,0.0,0.00618,18.0,0.0204,2.12,0.0113,0.0,1233.3
102,Fe0.696C0.00878Mn0.000101Si0.00989Cr0.135Ni0.00927Mo0.0113V0.000109Nb0.000120Co0.129Al0.000617,0.061700000000000005,0.878,12.9,13.5,69.6,0.0101,1.13,0.0,0.012,0.927,0.989,0.0,0.0109,0.0,1376.3
103,Fe0.696C0.00925Mn0.000101Si0.000198Cr0.148Ni0.0107Mo0.00573V0.000109Nb0.000538Co0.129Al0.000617,0.061700000000000005,0.9249999999999999,12.9,14.799999999999999,69.6,0.0101,0.573,0.0,0.053799999999999994,1.0699999999999998,0.019799999999999998,0.0,0.0109,0.0,1376.7
104,Fe0.696C0.00974Mn0.000101Si0.000198Cr0.150Ni0.0000949Mo0.0116V0.000109Nb0.000480Co0.130Al0.000619,0.0619,0.9740000000000001,13.0,15.0,69.6,0.0101,1.16,0.0,0.048,0.00949,0.019799999999999998,0.0,0.0109,0.0,1348.9
105,Fe0.697C0.00972Mn0.000101Si0.00732Cr0.135Ni0.00909Mo0.0115V0.000109Nb0.000479Co0.130Al0.000618,0.061799999999999994,0.972,13.0,13.5,69.69999999999999,0.0101,1.15,0.0,0.0479,0.909,0.732,0.0,0.0109,0.0,1332.7
106,Fe0.699C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.166Mo0.0287V0.00383Nb0.0000618Co0.0847Al0.00829Ti0.00803,0.8290000000000001,0.0478,8.469999999999999,0.011000000000000001,69.89999999999999,0.0104,2.87,0.0,0.00618,16.6,0.0204,0.803,0.383,0.0,1287.3
107,Fe0.699C0.000946Mn0.000103Si0.000202Cr0.000109Ni0.140Mo0.00545V0.000112Nb0.0000612Co0.148Al0.000632Ti0.00487,0.06319999999999999,0.0946,14.799999999999999,0.0109,69.89999999999999,0.0103,0.545,0.0,0.00612,14.000000000000002,0.0202,0.48700000000000004,0.0112,0.0,1212.0
108,Fe0.700C0.000479Mn0.000523Si0.00102Cr0.000111Ni0.170Mo0.0298V0.000113Nb0.0000619Co0.0771Al0.00277Ti0.0180,0.27699999999999997,0.0479,7.71,0.0111,70.0,0.0523,2.98,0.0,0.00619,17.0,0.10200000000000001,1.7999999999999998,0.0113,0.0,2356.4
109,Fe0.700C0.00927Mn0.000101Si0.00594Cr0.133Ni0.00901Mo0.0114V0.000109Nb0.000479Co0.130Al0.000619,0.0619,0.927,13.0,13.3,70.0,0.0101,1.1400000000000001,0.0,0.0479,0.901,0.594,0.0,0.0109,0.0,1299.8
110,Fe0.701C0.00750Mn0.000102Si0.000200Cr0.154Ni0.0000959Mo0.0289V0.00508N0.00121Nb0.0000606Co0.101Al0.000835,0.0835,0.75,10.100000000000001,15.4,70.1,0.0102,2.8899999999999997,0.121,0.00606,0.00959,0.02,0.0,0.508,0.0,1405.6
111,Fe0.702C0.000943Mn0.000103Si0.000202Cr0.000109Ni0.142Mo0.000118V0.000111Nb0.0000609Co0.149Al0.000629Ti0.00509,0.0629,0.09430000000000001,14.899999999999999,0.0109,70.19999999999999,0.0103,0.0118,0.0,0.00609,14.2,0.0202,0.509,0.0111,0.0,1144.8
112,Fe0.702C0.00930Mn0.000102Si0.000199Cr0.133Ni0.0115Mo0.0117V0.000110Nb0.000481Co0.131Al0.000621,0.0621,0.9299999999999999,13.100000000000001,13.3,70.19999999999999,0.0102,1.17,0.0,0.0481,1.15,0.0199,0.0,0.011000000000000001,0.0,1423.8
113,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0793Mo0.0152V0.000110Nb0.0000604Co0.0409Al0.00208Ti0.00574,0.208,0.0,4.09,15.4,70.19999999999999,0.0102,1.52,0.0,0.006039999999999999,7.93,0.02,0.5740000000000001,0.011000000000000001,0.0,1350.4
114,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0802Mo0.0146V0.000110Nb0.0000604Co0.0409Al0.00249Ti0.00551,0.249,0.0,4.09,15.4,70.19999999999999,0.0102,1.46,0.0,0.006039999999999999,8.02,0.02,0.551,0.011000000000000001,0.0,1274.7
115,Fe0.703C0.000908Mn0.0000992Si0.0375Cr0.146Ni0.0557Mo0.000114V0.000107Nb0.0000587Co0.0555Al0.000606Ti0.000569,0.0606,0.09079999999999999,5.55,14.6,70.3,0.00992,0.0114,0.0,0.005869999999999999,5.57,3.75,0.05689999999999999,0.0107,0.0,1130.0
116,Fe0.703C0.00274Mn0.0209Si0.00625Cr0.173Ni0.0481Mo0.00864V0.000108Nb0.0000591Co0.0189Al0.0179,1.79,0.27399999999999997,1.8900000000000001,17.299999999999997,70.3,2.09,0.864,0.0,0.00591,4.81,0.625,0.0,0.010799999999999999,0.0,1237.0
117,Fe0.703C0.00883Mn0.000102Si0.000199Cr0.135Ni0.00942Mo0.0115V0.000110Nb0.000421Co0.131Al0.000621,0.0621,0.8829999999999999,13.100000000000001,13.5,70.3,0.0102,1.15,0.0,0.0421,0.942,0.0199,0.0,0.011000000000000001,0.0,1371.4
118,Fe0.703C0.00927Mn0.000101Si0.000198Cr0.128Ni0.0235Mo0.00574V0.000109Nb0.000599Co0.129Al0.000619,0.0619,0.927,12.9,12.8,70.3,0.0101,0.5740000000000001,0.0,0.0599,2.35,0.019799999999999998,0.0,0.0109,0.0,1273.3
119,Fe0.704C0.000476Mn0.000104Si0.000203Cr0.000110Ni0.148Mo0.0304V0.000112Nb0.0000615Co0.0892Al0.0191Ti0.00835,1.91,0.0476,8.92,0.011000000000000001,70.39999999999999,0.0104,3.04,0.0,0.00615,14.799999999999999,0.0203,0.835,0.0112,0.0,1393.5
120,Fe0.705C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.147Mo0.0304V0.000112Nb0.0000615Co0.0891Al0.0195Ti0.00835,1.95,0.0475,8.91,0.011000000000000001,70.5,0.0104,3.04,0.0,0.00615,14.7,0.0203,0.835,0.0112,0.0,1580.1
121,Fe0.706C0.000906Mn0.0000990Si0.0372Cr0.162Ni0.0361Mo0.000113V0.000107Nb0.0000586Co0.0554Al0.000806Ti0.000796,0.08059999999999999,0.0906,5.54,16.2,70.6,0.009899999999999999,0.0113,0.0,0.00586,3.61,3.7199999999999998,0.0796,0.0107,0.0,1109.3
122,Fe0.706C0.0106Mn0.000101Si0.00712Cr0.135Ni0.00899Mo0.0114V0.000109Nb0.000478Co0.120Al0.000617,0.061700000000000005,1.06,12.0,13.5,70.6,0.0101,1.1400000000000001,0.0,0.0478,0.899,0.712,0.0,0.0109,0.0,1302.8
123,Fe0.706C0.0116Mn0.000101Si0.000199Cr0.0965Ni0.0589Mo0.00755V0.00317Nb0.0000600Co0.115Al0.000620Ti0.000349,0.062,1.16,11.5,9.65,70.6,0.0101,0.755,0.0,0.006,5.89,0.0199,0.0349,0.317,0.0,1405.6
124,Fe0.707C0.000959Mn0.000105Si0.000205Cr0.000111Ni0.182Mo0.0306V0.000113Nb0.0000620Co0.0655Al0.00256Ti0.0107,0.256,0.0959,6.550000000000001,0.0111,70.7,0.0105,3.06,0.0,0.006200000000000001,18.2,0.0205,1.0699999999999998,0.0113,0.0,1088.6
125,Fe0.707C0.000959Mn0.000105Si0.000205Cr0.000111Ni0.183Mo0.0306V0.000113Nb0.0000620Co0.0675Al0.00256Ti0.00770,0.256,0.0959,6.75,0.0111,70.7,0.0105,3.06,0.0,0.006200000000000001,18.3,0.0205,0.77,0.0113,0.0,1026.6
126,Fe0.707C0.0112Mn0.000102Si0.000199Cr0.0956Ni0.0485Mo0.00990V0.00318Nb0.0000601Co0.123Al0.000621Ti0.000350,0.0621,1.1199999999999999,12.3,9.56,70.7,0.0102,0.9900000000000001,0.0,0.00601,4.8500000000000005,0.0199,0.034999999999999996,0.318,0.0,1429.7
127,Fe0.709C0.0103Mn0.000102Si0.000200Cr0.0328Ni0.107Mo0.00692V0.000110Nb0.0000605Co0.133Al0.000625Ti0.000117,0.0625,1.03,13.3,3.2800000000000002,70.89999999999999,0.0102,0.692,0.0,0.00605,10.7,0.02,0.0117,0.011000000000000001,0.0,1810.0
128,Fe0.710C0.000477Mn0.000104Si0.000204Cr0.000110Ni0.149Mo0.0305V0.000112Nb0.0000617Co0.0885Al0.0127Ti0.00814,1.27,0.0477,8.85,0.011000000000000001,71.0,0.0104,3.05,0.0,0.006169999999999999,14.899999999999999,0.0204,0.814,0.0112,0.0,1123.1
129,Fe0.711C0.00699Mn0.000102Si0.000199Cr0.0969Ni0.0458Mo0.00875V0.00549Nb0.0000603Co0.123Al0.000622Ti0.000234,0.062200000000000005,0.699,12.3,9.69,71.1,0.0102,0.8750000000000001,0.0,0.006030000000000001,4.58,0.0199,0.0234,0.549,0.0,1412.5
130,Fe0.711C0.00931Mn0.000102Si0.000199Cr0.113Ni0.0237Mo0.0115V0.000110Nb0.000602Co0.130Al0.000622,0.062200000000000005,0.931,13.0,11.3,71.1,0.0102,1.15,0.0,0.0602,2.37,0.0199,0.0,0.011000000000000001,0.0,1282.2
131,Fe0.711C0.0108Mn0.000102Si0.000200Cr0.0336Ni0.108Mo0.00697V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,0.0208,1.08,12.9,3.36,71.1,0.0102,0.697,0.0,0.00605,10.8,0.02,0.0117,0.011000000000000001,0.0,1777.6
132,Fe0.712C0.00143Mn0.000104Si0.000203Cr0.000110Ni0.146Mo0.0297V0.000112Nb0.00123Co0.0852Al0.0207Ti0.00310,2.07,0.14300000000000002,8.52,0.011000000000000001,71.2,0.0104,2.97,0.0,0.123,14.6,0.0203,0.31,0.0112,0.0,1026.6
133,Fe0.712C0.00144Mn0.000105Si0.000205Cr0.000111Ni0.180Mo0.0306V0.000113Nb0.0000620Co0.0655Al0.00235Ti0.00842,0.23500000000000001,0.14400000000000002,6.550000000000001,0.0111,71.2,0.0105,3.06,0.0,0.006200000000000001,18.0,0.0205,0.8420000000000001,0.0113,0.0,1109.3
134,Fe0.712C0.00471Mn0.00639Si0.00746Cr0.133Ni0.0000964Mo0.0363V0.000111N0.00121Nb0.0000609Co0.0980Al0.000629,0.0629,0.471,9.8,13.3,71.2,0.639,3.63,0.121,0.00609,0.00964,0.746,0.0,0.0111,0.0,1258.2
135,Fe0.712C0.0103Mn0.000102Si0.000200Cr0.0336Ni0.108Mo0.00698V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,0.0208,1.03,12.9,3.36,71.2,0.0102,0.698,0.0,0.00605,10.8,0.02,0.0117,0.011000000000000001,0.0,1743.5
136,Fe0.713C0.00984Mn0.000102Si0.000200Cr0.0335Ni0.107Mo0.00698V0.000110Nb0.0000606Co0.129Al0.000209Ti0.000118,0.020900000000000002,0.984,12.9,3.35,71.3,0.0102,0.698,0.0,0.00606,10.7,0.02,0.0118,0.011000000000000001,0.0,1792.1
137,Fe0.713C0.0108Mn0.000102Si0.000200Cr0.0335Ni0.106Mo0.00697V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,0.0208,1.08,12.9,3.35,71.3,0.0102,0.697,0.0,0.00605,10.6,0.02,0.0117,0.011000000000000001,0.0,1741.8
138,Fe0.713C0.0108Mn0.000102Si0.000200Cr0.0336Ni0.107Mo0.00691V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,0.0208,1.08,12.8,3.36,71.3,0.0102,0.6910000000000001,0.0,0.00605,10.7,0.02,0.0117,0.011000000000000001,0.0,1746.6
139,Fe0.713C0.0112Mn0.000102Si0.000200Cr0.0337Ni0.106Mo0.00697V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,0.0208,1.1199999999999999,12.8,3.37,71.3,0.0102,0.697,0.0,0.00605,10.6,0.02,0.0117,0.011000000000000001,0.0,1804.2
140,Fe0.714C0.00138Mn0.00602Si0.00589Cr0.154Ni0.0798Mo0.0144V0.000108Nb0.0000593Co0.0000935Al0.0245,2.45,0.13799999999999998,0.009349999999999999,15.4,71.39999999999999,0.602,1.44,0.0,0.0059299999999999995,7.9799999999999995,0.5890000000000001,0.0,0.010799999999999999,0.0,1478.4
141,Fe0.714C0.00984Mn0.000102Si0.000200Cr0.0336Ni0.106Mo0.00698V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000118,0.0208,0.984,12.9,3.36,71.39999999999999,0.0102,0.698,0.0,0.00605,10.6,0.02,0.0118,0.011000000000000001,0.0,1795.5
142,Fe0.714C0.0108Mn0.000102Si0.000400Cr0.0337Ni0.106Mo0.00703V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,0.0208,1.08,12.8,3.37,71.39999999999999,0.0102,0.703,0.0,0.00605,10.6,0.04,0.0117,0.011000000000000001,0.0,1818.0
143,Fe0.715C0.00378Mn0.00609Si0.00605Cr0.133Ni0.0000966Mo0.0372V0.000111N0.00202Nb0.0000610Co0.0962Al0.000630,0.063,0.378,9.62,13.3,71.5,0.609,3.7199999999999998,0.202,0.0060999999999999995,0.00966,0.605,0.0,0.0111,0.0,1287.4
144,Fe0.717C0.000960Mn0.000105Si0.000205Cr0.000111Ni0.178Mo0.0288V0.000113Nb0.00186Co0.0665Al0.00192Ti0.00494,0.192,0.096,6.65,0.0111,71.7,0.0105,2.88,0.0,0.186,17.8,0.0205,0.494,0.0113,0.0,1005.9
145,Fe0.718C0.000473Mn0.000103Si0.000606Cr0.0866Ni0.0969Mo0.00118N0.000405Co0.0784W0.00707Al0.00421Ti0.00581,0.42100000000000004,0.0473,7.84,8.66,71.8,0.0103,0.11800000000000001,0.040499999999999994,0.0,9.69,0.0606,0.581,0.0,0.707,1525.0
146,Fe0.718C0.00317Mn0.00594Si0.00581Cr0.178Ni0.0648Mo0.000113V0.000107Nb0.0000585Co0.0000922Al0.0242,2.42,0.317,0.00922,17.8,71.8,0.594,0.0113,0.0,0.00585,6.4799999999999995,0.581,0.0,0.0107,0.0,1362.9
147,Fe0.719C0.000945Mn0.000103Si0.000202Cr0.0557Ni0.108Mo0.0302V0.000111Nb0.0000611Co0.0597Al0.0149Ti0.0111,1.49,0.0945,5.970000000000001,5.57,71.89999999999999,0.0103,3.02,0.0,0.006109999999999999,10.8,0.0202,1.11,0.0111,0.0,1071.4
148,Fe0.720C0.000948Mn0.000104Si0.000203Cr0.0559Ni0.109Mo0.0303V0.00548Nb0.0000613Co0.0609Al0.00865Ti0.00880,0.865,0.0948,6.09,5.59,72.0,0.0104,3.0300000000000002,0.0,0.00613,10.9,0.0203,0.88,0.5479999999999999,0.0,1136.8
149,Fe0.720C0.00407Mn0.0277Si0.00619Cr0.183Ni0.0411Mo0.000113V0.000107Nb0.0000585Co0.0000923Al0.0181,1.81,0.407,0.009229999999999999,18.3,72.0,2.77,0.0113,0.0,0.00585,4.109999999999999,0.619,0.0,0.0107,0.0,1236.6
150,Fe0.721C0.000476Mn0.000104Si0.000203Cr0.0560Ni0.109Mo0.0304V0.0105Nb0.0000615Co0.0611Al0.00191Ti0.00931,0.191,0.0476,6.11,5.6000000000000005,72.1,0.0104,3.04,0.0,0.00615,10.9,0.0203,0.931,1.05,0.0,1040.4
151,Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.143Mo0.0299V0.00484Nb0.00124Co0.0867Al0.0102Ti0.00240,1.02,0.0955,8.67,0.011000000000000001,72.1,0.0104,2.9899999999999998,0.0,0.124,14.299999999999999,0.0204,0.24,0.484,0.0,1026.6
152,Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.146Mo0.0287V0.00293Nb0.0000617Co0.0846Al0.00765Ti0.00850,0.765,0.0955,8.459999999999999,0.011000000000000001,72.1,0.0104,2.87,0.0,0.006169999999999999,14.6,0.0204,0.8500000000000001,0.293,0.0,1164.4
153,Fe0.721C0.00189Mn0.00455Si0.00647Cr0.131Ni0.0000967Mo0.0364V0.000111N0.00122Nb0.0000611Co0.0963Al0.000631,0.0631,0.189,9.629999999999999,13.100000000000001,72.1,0.455,3.64,0.122,0.006109999999999999,0.00967,0.647,0.0,0.0111,0.0,1219.7
154,Fe0.721C0.00191Mn0.000104Si0.000204Cr0.000110Ni0.147Mo0.0299V0.000113Nb0.00123Co0.0856Al0.0106Ti0.00288,1.06,0.191,8.559999999999999,0.011000000000000001,72.1,0.0104,2.9899999999999998,0.0,0.123,14.7,0.0204,0.28800000000000003,0.0113,0.0,1019.7
155,Fe0.721C0.00970Mn0.000101Si0.0119Cr0.0875Ni0.0246Mo0.00752V0.00316Nb0.0000597Co0.134Al0.000617Ti0.000232,0.061700000000000005,0.97,13.4,8.75,72.1,0.0101,0.752,0.0,0.0059700000000000005,2.46,1.1900000000000002,0.0232,0.316,0.0,1391.8
156,Fe0.722C0.000475Mn0.000104Si0.000203Cr0.0549Ni0.109Mo0.0297V0.000112Nb0.0000614Co0.0600Al0.00190Ti0.0216,0.19,0.0475,6.0,5.489999999999999,72.2,0.0104,2.97,0.0,0.0061400000000000005,10.9,0.0203,2.16,0.0112,0.0,1164.4
157,Fe0.722C0.00797Mn0.00164Si0.00100Cr0.0322Ni0.0961Mo0.00710V0.000111Nb0.0000606Co0.131Al0.000209,0.020900000000000002,0.7969999999999999,13.100000000000001,3.2199999999999998,72.2,0.164,0.7100000000000001,0.0,0.00606,9.610000000000001,0.1,0.0,0.0111,0.0,1547.3
158,Fe0.723C0.00320Mn0.00600Si0.00587Cr0.158Ni0.0655Mo0.0129V0.000108Nb0.0000591Co0.0000932Al0.0244,2.44,0.32,0.00932,15.8,72.3,0.6,1.29,0.0,0.00591,6.550000000000001,0.587,0.0,0.010799999999999999,0.0,1463.0
159,Fe0.724C0.00140Mn0.000510Si0.00339Cr0.000108Ni0.157Mo0.000117V0.0440Nb0.0000603Co0.0656Al0.00208Ti0.00164,0.208,0.13999999999999999,6.5600000000000005,0.010799999999999999,72.39999999999999,0.051000000000000004,0.0117,0.0,0.006030000000000001,15.7,0.33899999999999997,0.164,4.3999999999999995,0.0,1536.5
160,Fe0.725C0.0155Mn0.000677Si0.0899Cr0.000102Ni0.167Mo0.000111V0.000104Nb0.0000572Co0.0000902Al0.000591,0.05910000000000001,1.55,0.00902,0.0102,72.5,0.0677,0.0111,0.0,0.00572,16.7,8.99,0.0,0.0104,0.0,1250.5
161,Fe0.727C0.000476Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0304V0.000112Nb0.0000615Co0.0611Al0.00212Ti0.0154,0.212,0.0476,6.11,5.489999999999999,72.7,0.0104,3.04,0.0,0.00615,10.8,0.0203,1.54,0.0112,0.0,1123.1
162,Fe0.730C0.00414Mn0.0101Si0.00983Cr0.186Ni0.0395Mo0.0158V0.000108N0.00394Nb0.0000594Co0.0000937Al0.000614,0.061399999999999996,0.414,0.00937,18.6,73.0,1.01,1.58,0.394,0.00594,3.95,0.983,0.0,0.010799999999999999,0.0,1016.4
163,Fe0.731C0.00897Mn0.000103Si0.000202Cr0.0742Ni0.0271Mo0.0142V0.00312Nb0.0000610Co0.137W0.00401Al0.000631Ti0.000237,0.0631,0.897,13.700000000000001,7.42,73.1,0.0103,1.4200000000000002,0.0,0.0060999999999999995,2.71,0.0202,0.0237,0.312,0.40099999999999997,1371.1
164,Fe0.732C0.00415Mn0.00504Si0.00553Cr0.182Ni0.0395Mo0.0117V0.000109Nb0.0000597Co0.0190Al0.000616,0.0616,0.415,1.9,18.2,73.2,0.504,1.17,0.0,0.0059700000000000005,3.95,0.553,0.0,0.0109,0.0,1117.3
165,Fe0.732C0.00480Mn0.00556Si0.00533Cr0.136Ni0.0000981Mo0.000120V0.000113N0.00123Nb0.0000620Co0.0953W0.0188Al0.000640,0.064,0.48,9.53,13.600000000000001,73.2,0.5559999999999999,0.012,0.123,0.006200000000000001,0.00981,0.5329999999999999,0.0,0.0113,1.8800000000000001,1232.0
166,Fe0.733C0.00750Mn0.00164Si0.00100Cr0.0213Ni0.0964Mo0.00587V0.000111Nb0.0000606Co0.133Al0.000209,0.020900000000000002,0.75,13.3,2.13,73.3,0.164,0.587,0.0,0.00606,9.64,0.1,0.0,0.0111,0.0,1592.9
167,Fe0.734C0.00750Mn0.000615Si0.000802Cr0.0211Ni0.0974Mo0.00575V0.000111Nb0.0000606Co0.132Al0.000209Ti0.000118,0.020900000000000002,0.75,13.200000000000001,2.11,73.4,0.0615,0.575,0.0,0.00606,9.74,0.0802,0.0118,0.0111,0.0,1629.9
168,Fe0.735C0.000951Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0286V0.000112Nb0.0000615Co0.0601Al0.00190Ti0.00978,0.19,0.0951,6.01,5.489999999999999,73.5,0.0104,2.86,0.0,0.00615,10.8,0.0203,0.9780000000000001,0.0112,0.0,1047.3
169,Fe0.735C0.00514Mn0.00593Si0.00440Cr0.128Ni0.0000957Mo0.0227V0.000110N0.000802Nb0.0000604Co0.0972Al0.000624,0.0624,0.514,9.719999999999999,12.8,73.5,0.5930000000000001,2.27,0.0802,0.006039999999999999,0.009569999999999999,0.44,0.0,0.011000000000000001,0.0,1096.5
170,Fe0.735C0.0111Mn0.000101Si0.000198Cr0.0974Ni0.0266Mo0.00754V0.00404Nb0.0000599Co0.117Al0.000619Ti0.000349,0.0619,1.11,11.700000000000001,9.74,73.5,0.0101,0.754,0.0,0.00599,2.6599999999999997,0.019799999999999998,0.0349,0.404,0.0,1615.8
171,Fe0.736C0.0107Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00328Nb0.0000600Co0.118Al0.000619Ti0.000349,0.0619,1.0699999999999998,11.799999999999999,9.64,73.6,0.0101,0.755,0.0,0.006,2.6599999999999997,0.019799999999999998,0.0349,0.328,0.0,1522.7
172,Fe0.737C0.000956Mn0.000105Si0.000204Cr0.000110Ni0.127Mo0.0299V0.00530Nb0.0000618Co0.0867Al0.00426Ti0.00852,0.426,0.0956,8.67,0.011000000000000001,73.7,0.0105,2.9899999999999998,0.0,0.00618,12.7,0.0204,0.852,0.53,0.0,1061.1
173,Fe0.737C0.00836Mn0.000102Si0.000199Cr0.0977Ni0.0266Mo0.00756V0.00318Nb0.0000601Co0.118Al0.000621Ti0.000350,0.0621,0.836,11.799999999999999,9.77,73.7,0.0102,0.756,0.0,0.00601,2.6599999999999997,0.0199,0.034999999999999996,0.318,0.0,1426.2
174,Fe0.737C0.0111Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00317Nb0.0000599Co0.117Al0.000619Ti0.000233,0.0619,1.11,11.700000000000001,9.64,73.7,0.0101,0.755,0.0,0.00599,2.6599999999999997,0.019799999999999998,0.0233,0.317,0.0,1564.0
175,Fe0.740C0.00457Mn0.0300Si0.00586Cr0.179Ni0.0393Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.000610,0.061,0.457,0.00931,17.9,74.0,3.0,0.0114,0.0,0.00591,3.93,0.586,0.0,0.010799999999999999,0.0,1130.4
176,Fe0.741C0.00702Mn0.00164Si0.00100Cr0.0321Ni0.0964Mo0.00586V0.000110Nb0.0000605Co0.115Al0.000208,0.0208,0.7020000000000001,11.5,3.2099999999999995,74.1,0.164,0.586,0.0,0.00605,9.64,0.1,0.0,0.011000000000000001,0.0,1455.4
177,Fe0.744C0.00414Mn0.0217Si0.00354Cr0.180Ni0.0401Mo0.00598V0.000108Nb0.0000594Co0.0000937Al0.000614,0.061399999999999996,0.414,0.00937,18.0,74.4,2.17,0.598,0.0,0.00594,4.01,0.35400000000000004,0.0,0.010799999999999999,0.0,1028.7
178,Fe0.745C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0794Mo0.0129V0.000108Nb0.0000594Co0.0000937Al0.0268Ti0.000115,2.68,0.13799999999999998,0.00937,13.4,74.5,0.0101,1.29,0.0,0.00594,7.9399999999999995,0.0197,0.0115,0.010799999999999999,0.0,1521.3
179,Fe0.747C0.000899Mn0.000982Si0.0820Cr0.000104Ni0.166Mo0.000112V0.000106Nb0.0000581Co0.0000916Al0.00140Ti0.00101,0.13999999999999999,0.0899,0.00916,0.0104,74.7,0.0982,0.0112,0.0,0.00581,16.6,8.200000000000001,0.101,0.0106,0.0,1801.8
